,similarity_measure,functional_similarity_measure,quality_measure,corr,pval,domain,architecture,representation_dataset,identifier
90,RankSimilarity,JSD,pearsonr,0.16520414753874038,0.2781384507579002,NLP,BERT-L,mnli,Normal
91,RankSimilarity,JSD,spearmanr,0.08326745718050065,0.5865773483427317,NLP,BERT-L,mnli,Normal
92,RankSimilarity,JSD,kendalltau,0.06262626262626263,0.5441802430446391,NLP,BERT-L,mnli,Normal
93,RankSimilarity,Disagreement,pearsonr,0.02574870703047315,0.8666660980512872,NLP,BERT-L,mnli,Normal
94,RankSimilarity,Disagreement,spearmanr,0.05490558815781023,0.7201758611422338,NLP,BERT-L,mnli,Normal
95,RankSimilarity,Disagreement,kendalltau,0.040692791686582006,0.6953591905784111,NLP,BERT-L,mnli,Normal
96,RankSimilarity,AbsoluteAccDiff,pearsonr,0.010869124970411833,0.9435071302890752,NLP,BERT-L,mnli,Normal
97,RankSimilarity,AbsoluteAccDiff,spearmanr,-0.08702247284587245,0.5697515905929256,NLP,BERT-L,mnli,Normal
98,RankSimilarity,AbsoluteAccDiff,kendalltau,-0.07649517651923377,0.4626832026341877,NLP,BERT-L,mnli,Normal
99,SecondOrderCosineSimilarity,JSD,pearsonr,0.19693330448753393,0.19475702459105756,NLP,BERT-L,mnli,Normal
100,SecondOrderCosineSimilarity,JSD,spearmanr,0.16284584980237152,0.28515200683895003,NLP,BERT-L,mnli,Normal
101,SecondOrderCosineSimilarity,JSD,kendalltau,0.10707070707070705,0.2997703948150152,NLP,BERT-L,mnli,Normal
102,SecondOrderCosineSimilarity,Disagreement,pearsonr,0.606709701296601,9.963497645804452e-06,NLP,BERT-L,mnli,Normal
103,SecondOrderCosineSimilarity,Disagreement,spearmanr,0.5451010973170355,0.00010800718942895806,NLP,BERT-L,mnli,Normal
104,SecondOrderCosineSimilarity,Disagreement,kendalltau,0.37640832310088357,0.0002920715687540032,NLP,BERT-L,mnli,Normal
105,SecondOrderCosineSimilarity,AbsoluteAccDiff,pearsonr,-0.2503132550771424,0.09723269929370879,NLP,BERT-L,mnli,Normal
106,SecondOrderCosineSimilarity,AbsoluteAccDiff,spearmanr,-0.25566147704264647,0.0900625721487105,NLP,BERT-L,mnli,Normal
107,SecondOrderCosineSimilarity,AbsoluteAccDiff,kendalltau,-0.1621697742207756,0.11946958361825269,NLP,BERT-L,mnli,Normal
108,AlignedCosineSimilarity,JSD,pearsonr,0.37432396682495783,0.011301902657846676,NLP,BERT-L,mnli,Normal
109,AlignedCosineSimilarity,JSD,spearmanr,0.36534914361001314,0.013592949793424049,NLP,BERT-L,mnli,Normal
110,AlignedCosineSimilarity,JSD,kendalltau,0.2505050505050505,0.015265626660908093,NLP,BERT-L,mnli,Normal
111,AlignedCosineSimilarity,Disagreement,pearsonr,-0.21577849421020623,0.1545661477018259,NLP,BERT-L,mnli,Normal
112,AlignedCosineSimilarity,Disagreement,spearmanr,-0.15825728351368826,0.2991261634000862,NLP,BERT-L,mnli,Normal
113,AlignedCosineSimilarity,Disagreement,kendalltau,-0.0915587812948095,0.3782725998019658,NLP,BERT-L,mnli,Normal
114,AlignedCosineSimilarity,AbsoluteAccDiff,pearsonr,0.26483095137981605,0.0787323120985684,NLP,BERT-L,mnli,Normal
115,AlignedCosineSimilarity,AbsoluteAccDiff,spearmanr,0.2459703380211743,0.10337246288658741,NLP,BERT-L,mnli,Normal
116,AlignedCosineSimilarity,AbsoluteAccDiff,kendalltau,0.1907279734546229,0.06707171932460239,NLP,BERT-L,mnli,Normal
117,OrthogonalAngularShapeMetricCentered,JSD,pearsonr,0.26655703385138246,0.07673044769049532,NLP,BERT-L,mnli,Normal
118,OrthogonalAngularShapeMetricCentered,JSD,spearmanr,0.26403162055335966,0.07967313088427194,NLP,BERT-L,mnli,Normal
119,OrthogonalAngularShapeMetricCentered,JSD,kendalltau,0.1818181818181818,0.07826928726353054,NLP,BERT-L,mnli,Normal
120,OrthogonalAngularShapeMetricCentered,Disagreement,pearsonr,-0.0008763540067140536,0.9954414487028943,NLP,BERT-L,mnli,Normal
121,OrthogonalAngularShapeMetricCentered,Disagreement,spearmanr,-0.017005572322587082,0.9117157597867678,NLP,BERT-L,mnli,Normal
122,OrthogonalAngularShapeMetricCentered,Disagreement,kendalltau,-0.024415675011949203,0.814243184183849,NLP,BERT-L,mnli,Normal
123,OrthogonalAngularShapeMetricCentered,AbsoluteAccDiff,pearsonr,0.3094594271187567,0.03858537770742887,NLP,BERT-L,mnli,Normal
124,OrthogonalAngularShapeMetricCentered,AbsoluteAccDiff,spearmanr,0.27550523789613707,0.06698603942963959,NLP,BERT-L,mnli,Normal
125,OrthogonalAngularShapeMetricCentered,AbsoluteAccDiff,kendalltau,0.20092733032385404,0.05371622560859383,NLP,BERT-L,mnli,Normal
126,OrthogonalProcrustesCenteredAndNormalized,JSD,pearsonr,0.2662149006462617,0.07712403058009563,NLP,BERT-L,mnli,Normal
127,OrthogonalProcrustesCenteredAndNormalized,JSD,spearmanr,0.26403162055335966,0.07967313088427194,NLP,BERT-L,mnli,Normal
128,OrthogonalProcrustesCenteredAndNormalized,JSD,kendalltau,0.1818181818181818,0.07826928726353054,NLP,BERT-L,mnli,Normal
129,OrthogonalProcrustesCenteredAndNormalized,Disagreement,pearsonr,-0.0008795149423561022,0.9954250065629582,NLP,BERT-L,mnli,Normal
130,OrthogonalProcrustesCenteredAndNormalized,Disagreement,spearmanr,-0.017005572322587082,0.9117157597867678,NLP,BERT-L,mnli,Normal
131,OrthogonalProcrustesCenteredAndNormalized,Disagreement,kendalltau,-0.024415675011949203,0.814243184183849,NLP,BERT-L,mnli,Normal
132,OrthogonalProcrustesCenteredAndNormalized,AbsoluteAccDiff,pearsonr,0.3092876806762875,0.03869896406002753,NLP,BERT-L,mnli,Normal
133,OrthogonalProcrustesCenteredAndNormalized,AbsoluteAccDiff,spearmanr,0.27550523789613707,0.06698603942963959,NLP,BERT-L,mnli,Normal
134,OrthogonalProcrustesCenteredAndNormalized,AbsoluteAccDiff,kendalltau,0.20092733032385404,0.05371622560859383,NLP,BERT-L,mnli,Normal
135,PermutationProcrustes,JSD,pearsonr,-0.07021854077793367,0.6466998365450815,NLP,BERT-L,mnli,Normal
136,PermutationProcrustes,JSD,spearmanr,-0.06205533596837944,0.6855095958746351,NLP,BERT-L,mnli,Normal
137,PermutationProcrustes,JSD,kendalltau,-0.03434343434343434,0.7394370950520455,NLP,BERT-L,mnli,Normal
138,PermutationProcrustes,Disagreement,pearsonr,-0.20323521122853752,0.18057009582312708,NLP,BERT-L,mnli,Normal
139,PermutationProcrustes,Disagreement,spearmanr,-0.29515873201761605,0.04902598459216496,NLP,BERT-L,mnli,Normal
140,PermutationProcrustes,Disagreement,kendalltau,-0.19736003967992272,0.05753495919433873,NLP,BERT-L,mnli,Normal
141,PermutationProcrustes,AbsoluteAccDiff,pearsonr,0.1696074385292771,0.2653487327251493,NLP,BERT-L,mnli,Normal
142,PermutationProcrustes,AbsoluteAccDiff,spearmanr,0.0874180295406264,0.5679921664062856,NLP,BERT-L,mnli,Normal
143,PermutationProcrustes,AbsoluteAccDiff,kendalltau,0.04589710591154026,0.65945810712923,NLP,BERT-L,mnli,Normal
144,ProcrustesSizeAndShapeDistance,JSD,pearsonr,0.08243302170528016,0.5903462892960614,NLP,BERT-L,mnli,Normal
145,ProcrustesSizeAndShapeDistance,JSD,spearmanr,0.07417654808959155,0.6282033804784208,NLP,BERT-L,mnli,Normal
146,ProcrustesSizeAndShapeDistance,JSD,kendalltau,0.046464646464646465,0.6527200241315252,NLP,BERT-L,mnli,Normal
147,ProcrustesSizeAndShapeDistance,Disagreement,pearsonr,-0.29036409390735524,0.05299958010208275,NLP,BERT-L,mnli,Normal
148,ProcrustesSizeAndShapeDistance,Disagreement,spearmanr,-0.37761598386085804,0.010548792572821859,NLP,BERT-L,mnli,Normal
149,ProcrustesSizeAndShapeDistance,Disagreement,kendalltau,-0.23398355219784653,0.024343895108322054,NLP,BERT-L,mnli,Normal
150,ProcrustesSizeAndShapeDistance,AbsoluteAccDiff,pearsonr,0.24008264468325466,0.1121654440967086,NLP,BERT-L,mnli,Normal
151,ProcrustesSizeAndShapeDistance,AbsoluteAccDiff,spearmanr,0.2805815488121463,0.061911379022439525,NLP,BERT-L,mnli,Normal
152,ProcrustesSizeAndShapeDistance,AbsoluteAccDiff,kendalltau,0.20296720169770027,0.051330919209354585,NLP,BERT-L,mnli,Normal
153,RSA,JSD,pearsonr,0.2691641210426544,0.07378294299837974,NLP,BERT-L,mnli,Normal
154,RSA,JSD,spearmanr,0.2682476943346508,0.07480867926350378,NLP,BERT-L,mnli,Normal
155,RSA,JSD,kendalltau,0.20202020202020202,0.050410524912396976,NLP,BERT-L,mnli,Normal
156,RSA,Disagreement,pearsonr,0.20668506870770273,0.17312500992206445,NLP,BERT-L,mnli,Normal
157,RSA,Disagreement,spearmanr,0.19385034186328914,0.20197746418838602,NLP,BERT-L,mnli,Normal
158,RSA,Disagreement,kendalltau,0.1342862125657206,0.19626854765764357,NLP,BERT-L,mnli,Normal
159,RSA,AbsoluteAccDiff,pearsonr,-0.007750575232184736,0.9596999821635709,NLP,BERT-L,mnli,Normal
160,RSA,AbsoluteAccDiff,spearmanr,0.003955566947539657,0.97942632589997,NLP,BERT-L,mnli,Normal
161,RSA,AbsoluteAccDiff,kendalltau,-0.005099678434615585,0.9609492735088205,NLP,BERT-L,mnli,Normal
162,RSMNormDifference,JSD,pearsonr,-0.06449477412711581,0.673822174649699,NLP,BERT-L,mnli,Normal
163,RSMNormDifference,JSD,spearmanr,-0.17628458498023714,0.24671109107428332,NLP,BERT-L,mnli,Normal
164,RSMNormDifference,JSD,kendalltau,-0.1595959595959596,0.122199625076004,NLP,BERT-L,mnli,Normal
165,RSMNormDifference,Disagreement,pearsonr,-0.06106654560677295,0.6902678625533928,NLP,BERT-L,mnli,Normal
166,RSMNormDifference,Disagreement,spearmanr,-0.18613851255420896,0.22085751629855394,NLP,BERT-L,mnli,Normal
167,RSMNormDifference,Disagreement,kendalltau,-0.1159744563067587,0.26440537085744453,NLP,BERT-L,mnli,Normal
168,RSMNormDifference,AbsoluteAccDiff,pearsonr,0.3947086290699379,0.007292454574119053,NLP,BERT-L,mnli,Normal
169,RSMNormDifference,AbsoluteAccDiff,spearmanr,0.3006230880130139,0.044795075763515,NLP,BERT-L,mnli,Normal
170,RSMNormDifference,AbsoluteAccDiff,kendalltau,0.20908681581923896,0.044700947421257235,NLP,BERT-L,mnli,Normal
171,ConcentricityDifference,JSD,pearsonr,0.08558300186442151,0.5761753892562168,NLP,BERT-L,mnli,Normal
172,ConcentricityDifference,JSD,spearmanr,0.02121212121212121,0.8899982001042854,NLP,BERT-L,mnli,Normal
173,ConcentricityDifference,JSD,kendalltau,0.0202020202020202,0.8448869438290553,NLP,BERT-L,mnli,Normal
174,ConcentricityDifference,Disagreement,pearsonr,-0.3570795920366364,0.016043077044232072,NLP,BERT-L,mnli,Normal
175,ConcentricityDifference,Disagreement,spearmanr,-0.31387804418666543,0.035755737128180365,NLP,BERT-L,mnli,Normal
176,ConcentricityDifference,Disagreement,kendalltau,-0.21160251677022643,0.04172204789349212,NLP,BERT-L,mnli,Normal
177,ConcentricityDifference,AbsoluteAccDiff,pearsonr,0.07736772831028889,0.6134520347187518,NLP,BERT-L,mnli,Normal
178,ConcentricityDifference,AbsoluteAccDiff,spearmanr,-0.0012525962000542244,0.9934843764789452,NLP,BERT-L,mnli,Normal
179,ConcentricityDifference,AbsoluteAccDiff,kendalltau,0.001019935686923117,0.9921868588846734,NLP,BERT-L,mnli,Normal
180,MagnitudeDifference,JSD,pearsonr,0.006662790749992598,0.9653523332449853,NLP,BERT-L,mnli,Normal
181,MagnitudeDifference,JSD,spearmanr,0.01185770750988142,0.9383783739803931,NLP,BERT-L,mnli,Normal
182,MagnitudeDifference,JSD,kendalltau,0.01212121212121212,0.9065527219973875,NLP,BERT-L,mnli,Normal
183,MagnitudeDifference,Disagreement,pearsonr,-0.025220104663786345,0.869379377030203,NLP,BERT-L,mnli,Normal
184,MagnitudeDifference,Disagreement,spearmanr,-0.03012227345512517,0.8442778073138745,NLP,BERT-L,mnli,Normal
185,MagnitudeDifference,Disagreement,kendalltau,-0.030519593764936504,0.7689913445466948,NLP,BERT-L,mnli,Normal
186,MagnitudeDifference,AbsoluteAccDiff,pearsonr,0.18639328326580684,0.22021494310791848,NLP,BERT-L,mnli,Normal
187,MagnitudeDifference,AbsoluteAccDiff,spearmanr,0.2178858126936427,0.15048167309433627,NLP,BERT-L,mnli,Normal
188,MagnitudeDifference,AbsoluteAccDiff,kendalltau,0.14381093185615948,0.16735915841403826,NLP,BERT-L,mnli,Normal
189,UniformityDifference,JSD,pearsonr,-0.01645731719665315,0.9145513231266621,NLP,BERT-L,mnli,Normal
190,UniformityDifference,JSD,spearmanr,-0.01673254281949934,0.9131277289714534,NLP,BERT-L,mnli,Normal
191,UniformityDifference,JSD,kendalltau,-0.01818181818181818,0.8602297138247962,NLP,BERT-L,mnli,Normal
192,UniformityDifference,Disagreement,pearsonr,-0.13375114116807507,0.38106987361489375,NLP,BERT-L,mnli,Normal
193,UniformityDifference,Disagreement,spearmanr,-0.14402006017384794,0.3452400031165932,NLP,BERT-L,mnli,Normal
194,UniformityDifference,Disagreement,kendalltau,-0.08545486254182222,0.4108807730623816,NLP,BERT-L,mnli,Normal
195,UniformityDifference,AbsoluteAccDiff,pearsonr,0.06598416478387842,0.6667234075942471,NLP,BERT-L,mnli,Normal
196,UniformityDifference,AbsoluteAccDiff,spearmanr,0.14160929672191971,0.3534593876110711,NLP,BERT-L,mnli,Normal
197,UniformityDifference,AbsoluteAccDiff,kendalltau,0.08873440476231119,0.39424435571740213,NLP,BERT-L,mnli,Normal
198,CKA,JSD,pearsonr,0.3489153463272353,0.018819485824259224,NLP,BERT-L,mnli,Normal
199,CKA,JSD,spearmanr,0.2967061923583662,0.04779626368586005,NLP,BERT-L,mnli,Normal
200,CKA,JSD,kendalltau,0.21010101010101007,0.04187880189270325,NLP,BERT-L,mnli,Normal
201,CKA,Disagreement,pearsonr,0.03342758191479507,0.8274371013420054,NLP,BERT-L,mnli,Normal
202,CKA,Disagreement,spearmanr,-0.014039484126787006,0.9270683517211286,NLP,BERT-L,mnli,Normal
203,CKA,Disagreement,kendalltau,0.0,1.0,NLP,BERT-L,mnli,Normal
204,CKA,AbsoluteAccDiff,pearsonr,0.20455885866238355,0.17768690207492535,NLP,BERT-L,mnli,Normal
205,CKA,AbsoluteAccDiff,spearmanr,0.17852792156562317,0.24065300102235992,NLP,BERT-L,mnli,Normal
206,CKA,AbsoluteAccDiff,kendalltau,0.12137234674385093,0.24389566536020957,NLP,BERT-L,mnli,Normal
