,similarity_measure,quality_measure,model,value,domain,architecture,representation_dataset,identifier
46,DistanceCorrelation,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.02097902097902098,NLP,BERT-L,sst2,Augmentation_0
47,DistanceCorrelation,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.987889383343929,NLP,BERT-L,sst2,Augmentation_0
48,DistanceCorrelation,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.038461538461538464,NLP,BERT-L,sst2,Augmentation_0
49,DistanceCorrelation,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9802833530106259,NLP,BERT-L,sst2,Augmentation_0
50,EigenspaceOverlapScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.1048951048951049,NLP,BERT-L,sst2,Augmentation_0
51,EigenspaceOverlapScore,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.880466628377535,NLP,BERT-L,sst2,Augmentation_0
52,EigenspaceOverlapScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.12237762237762238,NLP,BERT-L,sst2,Augmentation_0
53,EigenspaceOverlapScore,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.8686972547966053,NLP,BERT-L,sst2,Augmentation_0
54,EigenspaceOverlapScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.03671328671328671,NLP,BERT-L,sst2,Augmentation_0
55,EigenspaceOverlapScore,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9842930773058967,NLP,BERT-L,sst2,Augmentation_0
56,EigenspaceOverlapScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.08916083916083917,NLP,BERT-L,sst2,Augmentation_0
57,EigenspaceOverlapScore,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9272482205807363,NLP,BERT-L,sst2,Augmentation_0
58,EigenspaceOverlapScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.07692307692307693,NLP,BERT-L,sst2,Augmentation_0
59,EigenspaceOverlapScore,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9370274888022965,NLP,BERT-L,sst2,Augmentation_0
60,IMDScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.40559440559440557,NLP,BERT-L,sst2,Augmentation_0
61,IMDScore,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.4056405715496625,NLP,BERT-L,sst2,Augmentation_0
62,IMDScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.40559440559440557,NLP,BERT-L,sst2,Augmentation_0
63,IMDScore,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.3809834105288651,NLP,BERT-L,sst2,Augmentation_0
64,IMDScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.2727272727272727,NLP,BERT-L,sst2,Augmentation_0
65,IMDScore,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.7085157266975448,NLP,BERT-L,sst2,Augmentation_0
66,IMDScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.3006993006993007,NLP,BERT-L,sst2,Augmentation_0
67,IMDScore,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.6747192201737656,NLP,BERT-L,sst2,Augmentation_0
68,IMDScore,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.40034965034965037,NLP,BERT-L,sst2,Augmentation_0
69,IMDScore,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.5061665607120153,NLP,BERT-L,sst2,Augmentation_0
70,Gulp,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.23251748251748253,NLP,BERT-L,sst2,Augmentation_0
71,Gulp,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.38809675173311536,NLP,BERT-L,sst2,Augmentation_0
72,Gulp,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.229020979020979,NLP,BERT-L,sst2,Augmentation_0
73,Gulp,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.4690778918051645,NLP,BERT-L,sst2,Augmentation_0
74,Gulp,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.23251748251748253,NLP,BERT-L,sst2,Augmentation_0
75,Gulp,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.4602004056549511,NLP,BERT-L,sst2,Augmentation_0
76,Gulp,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.21153846153846154,NLP,BERT-L,sst2,Augmentation_0
77,Gulp,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.4764220627856991,NLP,BERT-L,sst2,Augmentation_0
78,Gulp,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.21153846153846154,NLP,BERT-L,sst2,Augmentation_0
79,Gulp,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.46905518723700546,NLP,BERT-L,sst2,Augmentation_0
80,LinearRegression,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.04895104895104895,NLP,BERT-L,sst2,Augmentation_0
81,LinearRegression,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9654058063148973,NLP,BERT-L,sst2,Augmentation_0
82,LinearRegression,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.11363636363636363,NLP,BERT-L,sst2,Augmentation_0
83,LinearRegression,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.8124042624042626,NLP,BERT-L,sst2,Augmentation_0
84,LinearRegression,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.050699300699300696,NLP,BERT-L,sst2,Augmentation_0
85,LinearRegression,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9521296884933249,NLP,BERT-L,sst2,Augmentation_0
86,LinearRegression,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.04195804195804196,NLP,BERT-L,sst2,Augmentation_0
87,LinearRegression,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9764568764568765,NLP,BERT-L,sst2,Augmentation_0
88,LinearRegression,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.1048951048951049,NLP,BERT-L,sst2,Augmentation_0
89,LinearRegression,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.8064390155299247,NLP,BERT-L,sst2,Augmentation_0
90,JaccardSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.04895104895104895,NLP,BERT-L,sst2,Augmentation_0
91,JaccardSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9703432930705659,NLP,BERT-L,sst2,Augmentation_0
92,JaccardSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.06993006993006994,NLP,BERT-L,sst2,Augmentation_0
93,JaccardSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9440453485908032,NLP,BERT-L,sst2,Augmentation_0
94,JaccardSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.05944055944055944,NLP,BERT-L,sst2,Augmentation_0
95,JaccardSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9598431871159145,NLP,BERT-L,sst2,Augmentation_0
96,JaccardSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.050699300699300696,NLP,BERT-L,sst2,Augmentation_0
97,JaccardSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9658561135833863,NLP,BERT-L,sst2,Augmentation_0
98,JaccardSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.0472027972027972,NLP,BERT-L,sst2,Augmentation_0
99,JaccardSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9725683407501591,NLP,BERT-L,sst2,Augmentation_0
100,RankSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.07342657342657342,NLP,BERT-L,sst2,Augmentation_0
101,RankSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9481049253776527,NLP,BERT-L,sst2,Augmentation_0
102,RankSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.06643356643356643,NLP,BERT-L,sst2,Augmentation_0
103,RankSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9566456271001726,NLP,BERT-L,sst2,Augmentation_0
104,RankSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.06993006993006994,NLP,BERT-L,sst2,Augmentation_0
105,RankSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9452214452214452,NLP,BERT-L,sst2,Augmentation_0
106,RankSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.04020979020979021,NLP,BERT-L,sst2,Augmentation_0
107,RankSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9751695274422546,NLP,BERT-L,sst2,Augmentation_0
108,RankSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.0472027972027972,NLP,BERT-L,sst2,Augmentation_0
109,RankSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9698006538915631,NLP,BERT-L,sst2,Augmentation_0
110,SecondOrderCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.019230769230769232,NLP,BERT-L,sst2,Augmentation_0
111,SecondOrderCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9976190476190476,NLP,BERT-L,sst2,Augmentation_0
112,SecondOrderCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.09615384615384616,NLP,BERT-L,sst2,Augmentation_0
113,SecondOrderCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.890771349862259,NLP,BERT-L,sst2,Augmentation_0
114,SecondOrderCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.07517482517482517,NLP,BERT-L,sst2,Augmentation_0
115,SecondOrderCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9488564465837193,NLP,BERT-L,sst2,Augmentation_0
116,SecondOrderCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.0,NLP,BERT-L,sst2,Augmentation_0
117,SecondOrderCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,1.0,NLP,BERT-L,sst2,Augmentation_0
118,SecondOrderCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.01048951048951049,NLP,BERT-L,sst2,Augmentation_0
119,SecondOrderCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,1.0,NLP,BERT-L,sst2,Augmentation_0
120,AlignedCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.03671328671328671,NLP,BERT-L,sst2,Augmentation_0
121,AlignedCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9833454424363516,NLP,BERT-L,sst2,Augmentation_0
122,AlignedCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.019230769230769232,NLP,BERT-L,sst2,Augmentation_0
123,AlignedCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9885780885780886,NLP,BERT-L,sst2,Augmentation_0
124,AlignedCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.0,NLP,BERT-L,sst2,Augmentation_0
125,AlignedCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,1.0,NLP,BERT-L,sst2,Augmentation_0
126,AlignedCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.012237762237762238,NLP,BERT-L,sst2,Augmentation_0
127,AlignedCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.995415947688675,NLP,BERT-L,sst2,Augmentation_0
128,AlignedCosineSimilarity,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.0034965034965034965,NLP,BERT-L,sst2,Augmentation_0
129,AlignedCosineSimilarity,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9990464081373173,NLP,BERT-L,sst2,Augmentation_0
130,OrthogonalAngularShapeMetricCentered,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.015734265734265736,NLP,BERT-L,sst2,Augmentation_0
131,OrthogonalAngularShapeMetricCentered,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9948188175460903,NLP,BERT-L,sst2,Augmentation_0
132,OrthogonalAngularShapeMetricCentered,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.015734265734265736,NLP,BERT-L,sst2,Augmentation_0
133,OrthogonalAngularShapeMetricCentered,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9946530741985288,NLP,BERT-L,sst2,Augmentation_0
134,OrthogonalAngularShapeMetricCentered,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.02097902097902098,NLP,BERT-L,sst2,Augmentation_0
135,OrthogonalAngularShapeMetricCentered,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9933036660309388,NLP,BERT-L,sst2,Augmentation_0
136,OrthogonalAngularShapeMetricCentered,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.01048951048951049,NLP,BERT-L,sst2,Augmentation_0
137,OrthogonalAngularShapeMetricCentered,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9968213604577241,NLP,BERT-L,sst2,Augmentation_0
138,OrthogonalAngularShapeMetricCentered,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.019230769230769232,NLP,BERT-L,sst2,Augmentation_0
139,OrthogonalAngularShapeMetricCentered,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9898283534647171,NLP,BERT-L,sst2,Augmentation_0
140,OrthogonalProcrustesCenteredAndNormalized,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.015734265734265736,NLP,BERT-L,sst2,Augmentation_0
141,OrthogonalProcrustesCenteredAndNormalized,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9951366815003179,NLP,BERT-L,sst2,Augmentation_0
142,OrthogonalProcrustesCenteredAndNormalized,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.02097902097902098,NLP,BERT-L,sst2,Augmentation_0
143,OrthogonalProcrustesCenteredAndNormalized,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.9930637544273909,NLP,BERT-L,sst2,Augmentation_0
144,OrthogonalProcrustesCenteredAndNormalized,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.03671328671328671,NLP,BERT-L,sst2,Augmentation_0
145,OrthogonalProcrustesCenteredAndNormalized,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9824962915872008,NLP,BERT-L,sst2,Augmentation_0
146,OrthogonalProcrustesCenteredAndNormalized,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.012237762237762238,NLP,BERT-L,sst2,Augmentation_0
147,OrthogonalProcrustesCenteredAndNormalized,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.996185632549269,NLP,BERT-L,sst2,Augmentation_0
148,OrthogonalProcrustesCenteredAndNormalized,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.026223776223776224,NLP,BERT-L,sst2,Augmentation_0
149,OrthogonalProcrustesCenteredAndNormalized,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.9863318499682137,NLP,BERT-L,sst2,Augmentation_0
150,PermutationProcrustes,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.22552447552447552,NLP,BERT-L,sst2,Augmentation_0
151,PermutationProcrustes,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.7207587866678775,NLP,BERT-L,sst2,Augmentation_0
152,PermutationProcrustes,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.18006993006993008,NLP,BERT-L,sst2,Augmentation_0
153,PermutationProcrustes,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.7664661096479278,NLP,BERT-L,sst2,Augmentation_0
154,PermutationProcrustes,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.17132867132867133,NLP,BERT-L,sst2,Augmentation_0
155,PermutationProcrustes,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.7082780855508127,NLP,BERT-L,sst2,Augmentation_0
156,PermutationProcrustes,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.11013986013986014,NLP,BERT-L,sst2,Augmentation_0
157,PermutationProcrustes,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.8522886204704387,NLP,BERT-L,sst2,Augmentation_0
158,PermutationProcrustes,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.18356643356643357,NLP,BERT-L,sst2,Augmentation_0
159,PermutationProcrustes,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.7123172282263193,NLP,BERT-L,sst2,Augmentation_0
160,ProcrustesSizeAndShapeDistance,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.03496503496503497,NLP,BERT-L,sst2,Augmentation_0
161,ProcrustesSizeAndShapeDistance,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.8497457088366179,NLP,BERT-L,sst2,Augmentation_0
162,ProcrustesSizeAndShapeDistance,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.019230769230769232,NLP,BERT-L,sst2,Augmentation_0
163,ProcrustesSizeAndShapeDistance,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.8653846153846154,NLP,BERT-L,sst2,Augmentation_0
164,ProcrustesSizeAndShapeDistance,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.033216783216783216,NLP,BERT-L,sst2,Augmentation_0
165,ProcrustesSizeAndShapeDistance,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9143356643356643,NLP,BERT-L,sst2,Augmentation_0
166,ProcrustesSizeAndShapeDistance,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.027972027972027972,NLP,BERT-L,sst2,Augmentation_0
167,ProcrustesSizeAndShapeDistance,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9468031968031968,NLP,BERT-L,sst2,Augmentation_0
168,ProcrustesSizeAndShapeDistance,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.02972027972027972,NLP,BERT-L,sst2,Augmentation_0
169,ProcrustesSizeAndShapeDistance,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,0.8558941058941059,NLP,BERT-L,sst2,Augmentation_0
170,RSA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.11538461538461539,NLP,BERT-L,sst2,Augmentation_0
171,RSA,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.9059349741167924,NLP,BERT-L,sst2,Augmentation_0
172,RSA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.09615384615384616,NLP,BERT-L,sst2,Augmentation_0
173,RSA,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.919251960161051,NLP,BERT-L,sst2,Augmentation_0
174,RSA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.006993006993006993,NLP,BERT-L,sst2,Augmentation_0
175,RSA,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,1.0,NLP,BERT-L,sst2,Augmentation_0
176,RSA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.0017482517482517483,NLP,BERT-L,sst2,Augmentation_0
177,RSA,correlation,NLP_BERT-L_sst2_Augmentation_0_3_None,0.9942857142857143,NLP,BERT-L,sst2,Augmentation_0
178,RSA,violation_rate,NLP_BERT-L_sst2_Augmentation_0_4_None,0.006993006993006993,NLP,BERT-L,sst2,Augmentation_0
179,RSA,correlation,NLP_BERT-L_sst2_Augmentation_0_4_None,1.0,NLP,BERT-L,sst2,Augmentation_0
180,RSMNormDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_0_None,0.08391608391608392,NLP,BERT-L,sst2,Augmentation_0
181,RSMNormDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_0_None,0.7354978354978354,NLP,BERT-L,sst2,Augmentation_0
182,RSMNormDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_1_None,0.038461538461538464,NLP,BERT-L,sst2,Augmentation_0
183,RSMNormDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_1_None,0.7776541640178003,NLP,BERT-L,sst2,Augmentation_0
184,RSMNormDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_2_None,0.03671328671328671,NLP,BERT-L,sst2,Augmentation_0
185,RSMNormDifference,correlation,NLP_BERT-L_sst2_Augmentation_0_2_None,0.9133820724729815,NLP,BERT-L,sst2,Augmentation_0
186,RSMNormDifference,violation_rate,NLP_BERT-L_sst2_Augmentation_0_3_None,0.033216783216783216,NLP,BERT-L,sst2,Augmentation_0
