,model,model_mem_rate,dataset,ds_mem_rate,acc
30,sst2_pre0_ft0_labels5_strength075,0.75,sst2,0.0,0.9071100917431192
31,sst2_pre6_ft6_labels5_strength025,0.25,sst2,0.0,0.9105504587155964
32,sst2_pre5_ft5_labels5_strength075,0.75,sst2,0.0,0.9002293577981652
33,sst2_pre9_ft9_labels5_strength10,1.0,sst2,0.0,0.8841743119266054
34,sst2_pre4_ft4_labels5_strength10,1.0,sst2,0.0,0.8887614678899083
35,sst2_pre1_ft1_labels5_strength10,1.0,sst2,0.0,0.8910550458715596
36,sst2_pre0_ft0_labels5_strength05,0.5,sst2,0.0,0.8910550458715596
37,sst2_pre5_ft5_labels5_strength025,0.25,sst2,0.0,0.9105504587155964
38,sst2_pre9_ft9_labels5_strength025,0.25,sst2,0.0,0.9105504587155964
39,sst2_pre5_ft5_labels5_strength10,1.0,sst2,0.0,0.9036697247706422
40,sst2_pre8_ft8_labels5_strength025,0.25,sst2,0.0,0.9128440366972476
41,sst2_pre4_ft4_labels5_strength05,0.5,sst2,0.0,0.9128440366972476
42,sst2_pre9_ft9_labels5_strength05,0.5,sst2,0.0,0.9036697247706422
43,sst2_pre0_ft0_labels5_strength10,1.0,sst2,0.0,0.904816513761468
44,sst2_pre3_ft3_labels5_strength05,0.5,sst2,0.0,0.8922018348623854
45,sst2_pre0_ft0_labels5_strength025,0.25,sst2,0.0,0.9185779816513762
46,sst2_pre2_ft2_labels5_strength075,0.75,sst2,0.0,0.9128440366972476
47,sst2_pre3_ft3_labels5_strength075,0.75,sst2,0.0,0.908256880733945
48,sst2_pre8_ft8_labels5_strength10,1.0,sst2,0.0,0.8807339449541285
49,sst2_pre2_ft2_labels5_strength05,0.5,sst2,0.0,0.9151376146788992
50,sst2_pre7_ft7_labels5_strength025,0.25,sst2,0.25,0.7041284403669725
51,sst2_pre7_ft7_labels5_strength025,0.25,sst2,1.0,0.3291284403669725
52,sst2_pre7_ft7_labels5_strength025,0.25,sst2,0.5,0.5401376146788991
53,sst2_pre7_ft7_labels5_strength025,0.25,sst2,0.75,0.4277522935779816
54,sst2_pre7_ft7_labels5_strength075,0.75,sst2,0.25,0.7201834862385321
55,sst2_pre7_ft7_labels5_strength075,0.75,sst2,1.0,0.3394495412844037
56,sst2_pre7_ft7_labels5_strength075,0.75,sst2,0.5,0.555045871559633
57,sst2_pre7_ft7_labels5_strength075,0.75,sst2,0.75,0.4334862385321101
58,sst2_pre1_ft1_labels5_strength025,0.25,sst2,0.25,0.7178899082568807
59,sst2_pre1_ft1_labels5_strength025,0.25,sst2,1.0,0.3348623853211009
60,sst2_pre1_ft1_labels5_strength025,0.25,sst2,0.5,0.5470183486238532
61,sst2_pre1_ft1_labels5_strength025,0.25,sst2,0.75,0.4334862385321101
62,sst2_pre4_ft4_labels5_strength075,0.75,sst2,0.25,0.698394495412844
63,sst2_pre4_ft4_labels5_strength075,0.75,sst2,1.0,0.3337155963302752
64,sst2_pre4_ft4_labels5_strength075,0.75,sst2,0.5,0.5401376146788991
65,sst2_pre4_ft4_labels5_strength075,0.75,sst2,0.75,0.4208715596330275
66,sst2_pre6_ft6_labels5_strength10,1.0,sst2,0.25,0.6926605504587156
67,sst2_pre6_ft6_labels5_strength10,1.0,sst2,1.0,0.3245412844036697
68,sst2_pre6_ft6_labels5_strength10,1.0,sst2,0.5,0.5344036697247706
69,sst2_pre6_ft6_labels5_strength10,1.0,sst2,0.75,0.4208715596330275
70,sst2_pre1_ft1_labels5_strength05,0.5,sst2,0.25,0.7155963302752294
71,sst2_pre1_ft1_labels5_strength05,0.5,sst2,1.0,0.3360091743119266
72,sst2_pre1_ft1_labels5_strength05,0.5,sst2,0.5,0.5470183486238532
73,sst2_pre1_ft1_labels5_strength05,0.5,sst2,0.75,0.4231651376146789
74,sst2_pre4_ft4_labels5_strength025,0.25,sst2,0.25,0.7110091743119266
75,sst2_pre4_ft4_labels5_strength025,0.25,sst2,1.0,0.3314220183486238
76,sst2_pre4_ft4_labels5_strength025,0.25,sst2,0.5,0.5481651376146789
77,sst2_pre4_ft4_labels5_strength025,0.25,sst2,0.75,0.4277522935779816
78,sst2_pre6_ft6_labels5_strength05,0.5,sst2,0.25,0.7110091743119266
79,sst2_pre6_ft6_labels5_strength05,0.5,sst2,1.0,0.3371559633027522
80,sst2_pre6_ft6_labels5_strength05,0.5,sst2,0.5,0.5504587155963303
81,sst2_pre6_ft6_labels5_strength05,0.5,sst2,0.75,0.4266055045871559
82,sst2_pre8_ft8_labels5_strength05,0.5,sst2,0.25,0.7075688073394495
83,sst2_pre8_ft8_labels5_strength05,0.5,sst2,1.0,0.3314220183486238
84,sst2_pre8_ft8_labels5_strength05,0.5,sst2,0.5,0.5493119266055045
85,sst2_pre8_ft8_labels5_strength05,0.5,sst2,0.75,0.4266055045871559
86,sst2_pre9_ft9_labels5_strength075,0.75,sst2,0.25,0.7064220183486238
87,sst2_pre9_ft9_labels5_strength075,0.75,sst2,1.0,0.3371559633027522
88,sst2_pre9_ft9_labels5_strength075,0.75,sst2,0.5,0.5470183486238532
89,sst2_pre9_ft9_labels5_strength075,0.75,sst2,0.75,0.4243119266055046
90,sst2_pre1_ft1_labels5_strength075,0.75,sst2,0.25,0.7029816513761468
91,sst2_pre1_ft1_labels5_strength075,0.75,sst2,1.0,0.3268348623853211
92,sst2_pre1_ft1_labels5_strength075,0.75,sst2,0.5,0.5401376146788991
93,sst2_pre1_ft1_labels5_strength075,0.75,sst2,0.75,0.4231651376146789
94,sst2_pre8_ft8_labels5_strength075,0.75,sst2,0.25,0.7190366972477065
95,sst2_pre8_ft8_labels5_strength075,0.75,sst2,1.0,0.3337155963302752
96,sst2_pre8_ft8_labels5_strength075,0.75,sst2,0.5,0.5481651376146789
97,sst2_pre8_ft8_labels5_strength075,0.75,sst2,0.75,0.4334862385321101
98,sst2_pre5_ft5_labels5_strength05,0.5,sst2,0.25,0.6972477064220184
99,sst2_pre5_ft5_labels5_strength05,0.5,sst2,1.0,0.3222477064220183
100,sst2_pre5_ft5_labels5_strength05,0.5,sst2,0.5,0.5321100917431193
101,sst2_pre5_ft5_labels5_strength05,0.5,sst2,0.75,0.4220183486238532
102,sst2_pre3_ft3_labels5_strength025,0.25,sst2,0.25,0.7052752293577982
103,sst2_pre3_ft3_labels5_strength025,0.25,sst2,1.0,0.3302752293577982
104,sst2_pre3_ft3_labels5_strength025,0.25,sst2,0.5,0.5424311926605505
105,sst2_pre3_ft3_labels5_strength025,0.25,sst2,0.75,0.4277522935779816
106,sst2_pre2_ft2_labels5_strength10,1.0,sst2,0.25,0.7087155963302753
107,sst2_pre2_ft2_labels5_strength10,1.0,sst2,1.0,0.3279816513761467
108,sst2_pre2_ft2_labels5_strength10,1.0,sst2,0.5,0.5447247706422018
109,sst2_pre2_ft2_labels5_strength10,1.0,sst2,0.75,0.4254587155963302
110,sst2_pre6_ft6_labels5_strength075,0.75,sst2,0.25,0.7064220183486238
111,sst2_pre6_ft6_labels5_strength075,0.75,sst2,1.0,0.3348623853211009
112,sst2_pre6_ft6_labels5_strength075,0.75,sst2,0.5,0.5424311926605505
113,sst2_pre6_ft6_labels5_strength075,0.75,sst2,0.75,0.4277522935779816
114,sst2_pre7_ft7_labels5_strength05,0.5,sst2,0.25,0.7029816513761468
115,sst2_pre7_ft7_labels5_strength05,0.5,sst2,1.0,0.3268348623853211
116,sst2_pre7_ft7_labels5_strength05,0.5,sst2,0.5,0.5389908256880734
117,sst2_pre7_ft7_labels5_strength05,0.5,sst2,0.75,0.4220183486238532
118,sst2_pre2_ft2_labels5_strength025,0.25,sst2,0.25,0.7110091743119266
119,sst2_pre2_ft2_labels5_strength025,0.25,sst2,1.0,0.3325688073394495
120,sst2_pre2_ft2_labels5_strength025,0.25,sst2,0.5,0.5470183486238532
121,sst2_pre2_ft2_labels5_strength025,0.25,sst2,0.75,0.4266055045871559
122,sst2_pre3_ft3_labels5_strength10,1.0,sst2,0.25,0.7110091743119266
123,sst2_pre3_ft3_labels5_strength10,1.0,sst2,1.0,0.3371559633027522
124,sst2_pre3_ft3_labels5_strength10,1.0,sst2,0.5,0.5481651376146789
125,sst2_pre3_ft3_labels5_strength10,1.0,sst2,0.75,0.4254587155963302
126,sst2_pre7_ft7_labels5_strength10,1.0,sst2,0.25,0.7052752293577982
127,sst2_pre7_ft7_labels5_strength10,1.0,sst2,1.0,0.3348623853211009
128,sst2_pre7_ft7_labels5_strength10,1.0,sst2,0.5,0.5458715596330275
129,sst2_pre7_ft7_labels5_strength10,1.0,sst2,0.75,0.4243119266055046
130,sst2_pre0_ft0_labels5_strength075,0.75,sst2,0.25,0.7087155963302753
131,sst2_pre0_ft0_labels5_strength075,0.75,sst2,1.0,0.3314220183486238
132,sst2_pre0_ft0_labels5_strength075,0.75,sst2,0.5,0.5424311926605505
133,sst2_pre0_ft0_labels5_strength075,0.75,sst2,0.75,0.4334862385321101
134,sst2_pre6_ft6_labels5_strength025,0.25,sst2,0.25,0.7087155963302753
135,sst2_pre6_ft6_labels5_strength025,0.25,sst2,1.0,0.3337155963302752
136,sst2_pre6_ft6_labels5_strength025,0.25,sst2,0.5,0.5458715596330275
137,sst2_pre6_ft6_labels5_strength025,0.25,sst2,0.75,0.4231651376146789
138,sst2_pre5_ft5_labels5_strength075,0.75,sst2,0.25,0.7052752293577982
139,sst2_pre5_ft5_labels5_strength075,0.75,sst2,1.0,0.3348623853211009
140,sst2_pre5_ft5_labels5_strength075,0.75,sst2,0.5,0.5435779816513762
141,sst2_pre5_ft5_labels5_strength075,0.75,sst2,0.75,0.4288990825688073
142,sst2_pre9_ft9_labels5_strength10,1.0,sst2,0.25,0.6903669724770642
143,sst2_pre9_ft9_labels5_strength10,1.0,sst2,1.0,0.3279816513761467
144,sst2_pre9_ft9_labels5_strength10,1.0,sst2,0.5,0.5321100917431193
145,sst2_pre9_ft9_labels5_strength10,1.0,sst2,0.75,0.4162844036697247
146,sst2_pre4_ft4_labels5_strength10,1.0,sst2,0.25,0.6903669724770642
147,sst2_pre4_ft4_labels5_strength10,1.0,sst2,1.0,0.3360091743119266
148,sst2_pre4_ft4_labels5_strength10,1.0,sst2,0.5,0.5458715596330275
149,sst2_pre4_ft4_labels5_strength10,1.0,sst2,0.75,0.4185779816513761
150,sst2_pre1_ft1_labels5_strength10,1.0,sst2,0.25,0.6961009174311926
151,sst2_pre1_ft1_labels5_strength10,1.0,sst2,1.0,0.3302752293577982
152,sst2_pre1_ft1_labels5_strength10,1.0,sst2,0.5,0.536697247706422
153,sst2_pre1_ft1_labels5_strength10,1.0,sst2,0.75,0.4208715596330275
154,sst2_pre0_ft0_labels5_strength05,0.5,sst2,0.25,0.6903669724770642
155,sst2_pre0_ft0_labels5_strength05,0.5,sst2,1.0,0.3302752293577982
156,sst2_pre0_ft0_labels5_strength05,0.5,sst2,0.5,0.5378440366972477
157,sst2_pre0_ft0_labels5_strength05,0.5,sst2,0.75,0.4151376146788991
158,sst2_pre5_ft5_labels5_strength025,0.25,sst2,0.25,0.7144495412844036
159,sst2_pre5_ft5_labels5_strength025,0.25,sst2,1.0,0.3371559633027522
160,sst2_pre5_ft5_labels5_strength025,0.25,sst2,0.5,0.5447247706422018
161,sst2_pre5_ft5_labels5_strength025,0.25,sst2,0.75,0.4266055045871559
162,sst2_pre9_ft9_labels5_strength025,0.25,sst2,0.25,0.7121559633027523
163,sst2_pre9_ft9_labels5_strength025,0.25,sst2,1.0,0.3314220183486238
164,sst2_pre9_ft9_labels5_strength025,0.25,sst2,0.5,0.5424311926605505
165,sst2_pre9_ft9_labels5_strength025,0.25,sst2,0.75,0.4266055045871559
166,sst2_pre5_ft5_labels5_strength10,1.0,sst2,0.25,0.7041284403669725
167,sst2_pre5_ft5_labels5_strength10,1.0,sst2,1.0,0.3360091743119266
168,sst2_pre5_ft5_labels5_strength10,1.0,sst2,0.5,0.5458715596330275
169,sst2_pre5_ft5_labels5_strength10,1.0,sst2,0.75,0.4254587155963302
170,sst2_pre8_ft8_labels5_strength025,0.25,sst2,0.25,0.7190366972477065
171,sst2_pre8_ft8_labels5_strength025,0.25,sst2,1.0,0.3337155963302752
172,sst2_pre8_ft8_labels5_strength025,0.25,sst2,0.5,0.5561926605504587
173,sst2_pre8_ft8_labels5_strength025,0.25,sst2,0.75,0.4266055045871559
174,sst2_pre4_ft4_labels5_strength05,0.5,sst2,0.25,0.716743119266055
175,sst2_pre4_ft4_labels5_strength05,0.5,sst2,1.0,0.3394495412844037
176,sst2_pre4_ft4_labels5_strength05,0.5,sst2,0.5,0.555045871559633
177,sst2_pre4_ft4_labels5_strength05,0.5,sst2,0.75,0.4254587155963302
178,sst2_pre9_ft9_labels5_strength05,0.5,sst2,0.25,0.7052752293577982
179,sst2_pre9_ft9_labels5_strength05,0.5,sst2,1.0,0.3325688073394495
180,sst2_pre9_ft9_labels5_strength05,0.5,sst2,0.5,0.5424311926605505
181,sst2_pre9_ft9_labels5_strength05,0.5,sst2,0.75,0.4266055045871559
182,sst2_pre0_ft0_labels5_strength10,1.0,sst2,0.25,0.7075688073394495
183,sst2_pre0_ft0_labels5_strength10,1.0,sst2,1.0,0.3405963302752293
184,sst2_pre0_ft0_labels5_strength10,1.0,sst2,0.5,0.5470183486238532
185,sst2_pre0_ft0_labels5_strength10,1.0,sst2,0.75,0.4266055045871559
186,sst2_pre3_ft3_labels5_strength05,0.5,sst2,0.25,0.7018348623853211
187,sst2_pre3_ft3_labels5_strength05,0.5,sst2,1.0,0.3279816513761467
188,sst2_pre3_ft3_labels5_strength05,0.5,sst2,0.5,0.5378440366972477
189,sst2_pre3_ft3_labels5_strength05,0.5,sst2,0.75,0.4220183486238532
190,sst2_pre0_ft0_labels5_strength025,0.25,sst2,0.25,0.716743119266055
191,sst2_pre0_ft0_labels5_strength025,0.25,sst2,1.0,0.341743119266055
192,sst2_pre0_ft0_labels5_strength025,0.25,sst2,0.5,0.555045871559633
193,sst2_pre0_ft0_labels5_strength025,0.25,sst2,0.75,0.4323394495412844
194,sst2_pre2_ft2_labels5_strength075,0.75,sst2,0.25,0.7155963302752294
195,sst2_pre2_ft2_labels5_strength075,0.75,sst2,1.0,0.341743119266055
196,sst2_pre2_ft2_labels5_strength075,0.75,sst2,0.5,0.5504587155963303
197,sst2_pre2_ft2_labels5_strength075,0.75,sst2,0.75,0.4369266055045872
198,sst2_pre3_ft3_labels5_strength075,0.75,sst2,0.25,0.7075688073394495
199,sst2_pre3_ft3_labels5_strength075,0.75,sst2,1.0,0.338302752293578
200,sst2_pre3_ft3_labels5_strength075,0.75,sst2,0.5,0.5435779816513762
201,sst2_pre3_ft3_labels5_strength075,0.75,sst2,0.75,0.4288990825688073
202,sst2_pre8_ft8_labels5_strength10,1.0,sst2,0.25,0.6869266055045872
203,sst2_pre8_ft8_labels5_strength10,1.0,sst2,1.0,0.3256880733944954
204,sst2_pre8_ft8_labels5_strength10,1.0,sst2,0.5,0.5412844036697247
205,sst2_pre8_ft8_labels5_strength10,1.0,sst2,0.75,0.4151376146788991
206,sst2_pre2_ft2_labels5_strength05,0.5,sst2,0.25,0.7178899082568807
207,sst2_pre2_ft2_labels5_strength05,0.5,sst2,1.0,0.3348623853211009
208,sst2_pre2_ft2_labels5_strength05,0.5,sst2,0.5,0.5527522935779816
209,sst2_pre2_ft2_labels5_strength05,0.5,sst2,0.75,0.4380733944954128
210,sst2_pretrain2_finetune2,0.0,sst2,0.25,0.7282110091743119
211,sst2_pretrain2_finetune2,0.0,sst2,1.0,0.3451834862385321
212,sst2_pretrain2_finetune2,0.0,sst2,0.5,0.5619266055045872
213,sst2_pretrain2_finetune2,0.0,sst2,0.75,0.4472477064220183
214,sst2_pretrain1_finetune1,0.0,sst2,0.25,0.7064220183486238
215,sst2_pretrain1_finetune1,0.0,sst2,1.0,0.3268348623853211
216,sst2_pretrain1_finetune1,0.0,sst2,0.5,0.5481651376146789
217,sst2_pretrain1_finetune1,0.0,sst2,0.75,0.4254587155963302
218,sst2_pretrain0_finetune0,0.0,sst2,0.25,0.7236238532110092
219,sst2_pretrain0_finetune0,0.0,sst2,1.0,0.338302752293578
220,sst2_pretrain0_finetune0,0.0,sst2,0.5,0.5538990825688074
221,sst2_pretrain0_finetune0,0.0,sst2,0.75,0.4346330275229357
222,sst2_pretrain4_finetune4,0.0,sst2,0.25,0.713302752293578
223,sst2_pretrain4_finetune4,0.0,sst2,1.0,0.3360091743119266
224,sst2_pretrain4_finetune4,0.0,sst2,0.5,0.5470183486238532
225,sst2_pretrain4_finetune4,0.0,sst2,0.75,0.4266055045871559
226,sst2_pretrain3_finetune3,0.0,sst2,0.25,0.7110091743119266
227,sst2_pretrain3_finetune3,0.0,sst2,1.0,0.338302752293578
228,sst2_pretrain3_finetune3,0.0,sst2,0.5,0.5458715596330275
229,sst2_pretrain3_finetune3,0.0,sst2,0.75,0.4266055045871559
230,sst2_pretrain8_finetune8,0.0,sst2,0.25,0.7178899082568807
231,sst2_pretrain8_finetune8,0.0,sst2,1.0,0.3314220183486238
232,sst2_pretrain8_finetune8,0.0,sst2,0.5,0.5538990825688074
233,sst2_pretrain8_finetune8,0.0,sst2,0.75,0.4334862385321101
234,sst2_pretrain5_finetune5,0.0,sst2,0.25,0.713302752293578
235,sst2_pretrain5_finetune5,0.0,sst2,1.0,0.3337155963302752
236,sst2_pretrain5_finetune5,0.0,sst2,0.5,0.551605504587156
237,sst2_pretrain5_finetune5,0.0,sst2,0.75,0.4311926605504587
238,sst2_pretrain6_finetune6,0.0,sst2,0.25,0.7201834862385321
239,sst2_pretrain6_finetune6,0.0,sst2,1.0,0.338302752293578
240,sst2_pretrain6_finetune6,0.0,sst2,0.5,0.5596330275229358
241,sst2_pretrain6_finetune6,0.0,sst2,0.75,0.4323394495412844
242,sst2_pretrain9_finetune9,0.0,sst2,0.25,0.713302752293578
243,sst2_pretrain9_finetune9,0.0,sst2,1.0,0.338302752293578
244,sst2_pretrain9_finetune9,0.0,sst2,0.5,0.5435779816513762
245,sst2_pretrain9_finetune9,0.0,sst2,0.75,0.430045871559633
246,sst2_pretrain7_finetune7,0.0,sst2,0.25,0.7087155963302753
247,sst2_pretrain7_finetune7,0.0,sst2,1.0,0.3314220183486238
248,sst2_pretrain7_finetune7,0.0,sst2,0.5,0.551605504587156
249,sst2_pretrain7_finetune7,0.0,sst2,0.75,0.4288990825688073
