,similarity_measure,quality_measure,model,value,domain,architecture,representation_dataset,identifier
36,SVCCA,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.3,VISION,VGG11,ImageNet100,Normal
37,SVCCA,correlation,VISION_VGG11_ImageNet100_Normal_8,0.2666666666666666,VISION,VGG11,ImageNet100,Normal
38,SVCCA,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.35,VISION,VGG11,ImageNet100,Normal
39,SVCCA,correlation,VISION_VGG11_ImageNet100_Normal_9,0.18333333333333326,VISION,VGG11,ImageNet100,Normal
40,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.1,VISION,VGG11,ImageNet100,Normal
41,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_0,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
42,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.05,VISION,VGG11,ImageNet100,Normal
43,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_1,0.9666666666666667,VISION,VGG11,ImageNet100,Normal
44,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.1,VISION,VGG11,ImageNet100,Normal
45,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_2,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
46,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.1,VISION,VGG11,ImageNet100,Normal
47,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_3,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
48,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.05,VISION,VGG11,ImageNet100,Normal
49,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_4,0.9666666666666667,VISION,VGG11,ImageNet100,Normal
50,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.1,VISION,VGG11,ImageNet100,Normal
51,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_5,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
52,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.1,VISION,VGG11,ImageNet100,Normal
53,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_6,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
54,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.05,VISION,VGG11,ImageNet100,Normal
55,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_7,0.9666666666666667,VISION,VGG11,ImageNet100,Normal
56,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.1,VISION,VGG11,ImageNet100,Normal
57,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_8,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
58,HardCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.1,VISION,VGG11,ImageNet100,Normal
59,HardCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_9,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
60,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.2,VISION,VGG11,ImageNet100,Normal
61,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_0,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
62,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.15,VISION,VGG11,ImageNet100,Normal
63,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_1,0.6,VISION,VGG11,ImageNet100,Normal
64,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.2,VISION,VGG11,ImageNet100,Normal
65,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_2,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
66,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.2,VISION,VGG11,ImageNet100,Normal
67,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_3,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
68,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.2,VISION,VGG11,ImageNet100,Normal
69,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_4,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
70,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.2,VISION,VGG11,ImageNet100,Normal
71,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_5,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
72,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.2,VISION,VGG11,ImageNet100,Normal
73,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_6,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
74,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.2,VISION,VGG11,ImageNet100,Normal
75,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_7,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
76,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.2,VISION,VGG11,ImageNet100,Normal
77,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_8,0.5166666666666666,VISION,VGG11,ImageNet100,Normal
78,SoftCorrelationMatch,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.25,VISION,VGG11,ImageNet100,Normal
79,SoftCorrelationMatch,correlation,VISION_VGG11_ImageNet100_Normal_9,0.4333333333333333,VISION,VGG11,ImageNet100,Normal
80,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.1,VISION,VGG11,ImageNet100,Normal
81,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_0,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
82,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.1,VISION,VGG11,ImageNet100,Normal
83,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_1,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
84,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.1,VISION,VGG11,ImageNet100,Normal
85,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_2,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
86,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.1,VISION,VGG11,ImageNet100,Normal
87,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_3,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
88,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.1,VISION,VGG11,ImageNet100,Normal
89,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_4,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
90,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.1,VISION,VGG11,ImageNet100,Normal
91,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_5,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
92,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.1,VISION,VGG11,ImageNet100,Normal
93,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_6,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
94,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.1,VISION,VGG11,ImageNet100,Normal
95,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_7,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
96,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.1,VISION,VGG11,ImageNet100,Normal
97,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_8,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
98,DistanceCorrelation,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.1,VISION,VGG11,ImageNet100,Normal
99,DistanceCorrelation,correlation,VISION_VGG11_ImageNet100_Normal_9,0.8833333333333333,VISION,VGG11,ImageNet100,Normal
100,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.0,VISION,VGG11,ImageNet100,Normal
101,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_0,1.0,VISION,VGG11,ImageNet100,Normal
102,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.0,VISION,VGG11,ImageNet100,Normal
103,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_1,1.0,VISION,VGG11,ImageNet100,Normal
104,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.0,VISION,VGG11,ImageNet100,Normal
105,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_2,1.0,VISION,VGG11,ImageNet100,Normal
106,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.0,VISION,VGG11,ImageNet100,Normal
107,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_3,1.0,VISION,VGG11,ImageNet100,Normal
108,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.0,VISION,VGG11,ImageNet100,Normal
109,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_4,1.0,VISION,VGG11,ImageNet100,Normal
110,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.0,VISION,VGG11,ImageNet100,Normal
111,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_5,1.0,VISION,VGG11,ImageNet100,Normal
112,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.0,VISION,VGG11,ImageNet100,Normal
113,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_6,1.0,VISION,VGG11,ImageNet100,Normal
114,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.0,VISION,VGG11,ImageNet100,Normal
115,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_7,1.0,VISION,VGG11,ImageNet100,Normal
116,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.0,VISION,VGG11,ImageNet100,Normal
117,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_8,1.0,VISION,VGG11,ImageNet100,Normal
118,EigenspaceOverlapScore,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.0,VISION,VGG11,ImageNet100,Normal
119,EigenspaceOverlapScore,correlation,VISION_VGG11_ImageNet100_Normal_9,1.0,VISION,VGG11,ImageNet100,Normal
120,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.5,VISION,VGG11,ImageNet100,Normal
121,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_0,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
122,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.5,VISION,VGG11,ImageNet100,Normal
123,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_1,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
124,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.6,VISION,VGG11,ImageNet100,Normal
125,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_2,-0.3999999999999999,VISION,VGG11,ImageNet100,Normal
126,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.55,VISION,VGG11,ImageNet100,Normal
127,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_3,-0.016666666666666663,VISION,VGG11,ImageNet100,Normal
128,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.5,VISION,VGG11,ImageNet100,Normal
129,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_4,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
130,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.55,VISION,VGG11,ImageNet100,Normal
131,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_5,-0.016666666666666663,VISION,VGG11,ImageNet100,Normal
132,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.5,VISION,VGG11,ImageNet100,Normal
133,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_6,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
134,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.5,VISION,VGG11,ImageNet100,Normal
135,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_7,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
136,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.5,VISION,VGG11,ImageNet100,Normal
137,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_8,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
138,IMDScore,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.5,VISION,VGG11,ImageNet100,Normal
139,IMDScore,correlation,VISION_VGG11_ImageNet100_Normal_9,0.01666666666666668,VISION,VGG11,ImageNet100,Normal
140,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.0,VISION,VGG11,ImageNet100,Normal
141,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_0,1.0,VISION,VGG11,ImageNet100,Normal
142,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.0,VISION,VGG11,ImageNet100,Normal
143,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_1,1.0,VISION,VGG11,ImageNet100,Normal
144,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.0,VISION,VGG11,ImageNet100,Normal
145,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_2,1.0,VISION,VGG11,ImageNet100,Normal
146,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.0,VISION,VGG11,ImageNet100,Normal
147,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_3,1.0,VISION,VGG11,ImageNet100,Normal
148,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.0,VISION,VGG11,ImageNet100,Normal
149,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_4,1.0,VISION,VGG11,ImageNet100,Normal
150,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.0,VISION,VGG11,ImageNet100,Normal
151,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_5,1.0,VISION,VGG11,ImageNet100,Normal
152,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.0,VISION,VGG11,ImageNet100,Normal
153,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_6,1.0,VISION,VGG11,ImageNet100,Normal
154,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.0,VISION,VGG11,ImageNet100,Normal
155,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_7,1.0,VISION,VGG11,ImageNet100,Normal
156,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.0,VISION,VGG11,ImageNet100,Normal
157,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_8,1.0,VISION,VGG11,ImageNet100,Normal
158,Gulp,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.0,VISION,VGG11,ImageNet100,Normal
159,Gulp,correlation,VISION_VGG11_ImageNet100_Normal_9,1.0,VISION,VGG11,ImageNet100,Normal
160,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.15,VISION,VGG11,ImageNet100,Normal
161,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_0,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
162,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.15,VISION,VGG11,ImageNet100,Normal
163,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_1,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
164,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.4,VISION,VGG11,ImageNet100,Normal
165,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_2,-0.13333333333333333,VISION,VGG11,ImageNet100,Normal
166,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.15,VISION,VGG11,ImageNet100,Normal
167,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_3,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
168,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.15,VISION,VGG11,ImageNet100,Normal
169,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_4,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
170,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.15,VISION,VGG11,ImageNet100,Normal
171,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_5,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
172,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.15,VISION,VGG11,ImageNet100,Normal
173,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_6,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
174,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.15,VISION,VGG11,ImageNet100,Normal
175,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_7,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
176,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.15,VISION,VGG11,ImageNet100,Normal
177,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_8,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
178,LinearRegression,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.15,VISION,VGG11,ImageNet100,Normal
179,LinearRegression,correlation,VISION_VGG11_ImageNet100_Normal_9,0.5499999999999999,VISION,VGG11,ImageNet100,Normal
180,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.0,VISION,VGG11,ImageNet100,Normal
181,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_0,1.0,VISION,VGG11,ImageNet100,Normal
182,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.0,VISION,VGG11,ImageNet100,Normal
183,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_1,1.0,VISION,VGG11,ImageNet100,Normal
184,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.0,VISION,VGG11,ImageNet100,Normal
185,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_2,1.0,VISION,VGG11,ImageNet100,Normal
186,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.0,VISION,VGG11,ImageNet100,Normal
187,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_3,1.0,VISION,VGG11,ImageNet100,Normal
188,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.0,VISION,VGG11,ImageNet100,Normal
189,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_4,1.0,VISION,VGG11,ImageNet100,Normal
190,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.0,VISION,VGG11,ImageNet100,Normal
191,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_5,1.0,VISION,VGG11,ImageNet100,Normal
192,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.0,VISION,VGG11,ImageNet100,Normal
193,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_6,1.0,VISION,VGG11,ImageNet100,Normal
194,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.0,VISION,VGG11,ImageNet100,Normal
195,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_7,1.0,VISION,VGG11,ImageNet100,Normal
196,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.0,VISION,VGG11,ImageNet100,Normal
197,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_8,1.0,VISION,VGG11,ImageNet100,Normal
198,JaccardSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.0,VISION,VGG11,ImageNet100,Normal
199,JaccardSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_9,1.0,VISION,VGG11,ImageNet100,Normal
200,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_0,0.0,VISION,VGG11,ImageNet100,Normal
201,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_0,1.0,VISION,VGG11,ImageNet100,Normal
202,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_1,0.0,VISION,VGG11,ImageNet100,Normal
203,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_1,1.0,VISION,VGG11,ImageNet100,Normal
204,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_2,0.0,VISION,VGG11,ImageNet100,Normal
205,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_2,1.0,VISION,VGG11,ImageNet100,Normal
206,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_3,0.0,VISION,VGG11,ImageNet100,Normal
207,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_3,1.0,VISION,VGG11,ImageNet100,Normal
208,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_4,0.0,VISION,VGG11,ImageNet100,Normal
209,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_4,1.0,VISION,VGG11,ImageNet100,Normal
210,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_5,0.0,VISION,VGG11,ImageNet100,Normal
211,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_5,1.0,VISION,VGG11,ImageNet100,Normal
212,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_6,0.0,VISION,VGG11,ImageNet100,Normal
213,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_6,1.0,VISION,VGG11,ImageNet100,Normal
214,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_7,0.0,VISION,VGG11,ImageNet100,Normal
215,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_7,1.0,VISION,VGG11,ImageNet100,Normal
216,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_8,0.0,VISION,VGG11,ImageNet100,Normal
217,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_8,1.0,VISION,VGG11,ImageNet100,Normal
218,RankSimilarity,violation_rate,VISION_VGG11_ImageNet100_Normal_9,0.0,VISION,VGG11,ImageNet100,Normal
219,RankSimilarity,correlation,VISION_VGG11_ImageNet100_Normal_9,1.0,VISION,VGG11,ImageNet100,Normal
