,similarity_measure,quality_measure,value,domain,architecture,representation_dataset,identifier
102,EigenspaceOverlapScore,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
103,EigenspaceOverlapScore,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
104,IMDScore,violation_rate,0.12533333333333332,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
105,IMDScore,AUPRC,0.6745898772137161,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
106,Gulp,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
107,Gulp,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
108,LinearRegression,violation_rate,0.005333333333333333,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
109,LinearRegression,AUPRC,0.985185185185185,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
110,JaccardSimilarity,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
111,JaccardSimilarity,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
112,RankSimilarity,violation_rate,0.0026666666666666666,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
113,RankSimilarity,AUPRC,0.9904761904761904,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
114,SecondOrderCosineSimilarity,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
115,SecondOrderCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
116,AlignedCosineSimilarity,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
117,AlignedCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
118,OrthogonalAngularShapeMetricCentered,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
119,OrthogonalAngularShapeMetricCentered,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
120,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
121,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
122,PermutationProcrustes,violation_rate,0.10666666666666667,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
123,PermutationProcrustes,AUPRC,0.718204670808119,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
124,ProcrustesSizeAndShapeDistance,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
125,ProcrustesSizeAndShapeDistance,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
126,RSA,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
127,RSA,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
128,RSMNormDifference,violation_rate,0.18733333333333332,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
129,RSMNormDifference,AUPRC,0.571786499660371,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
130,ConcentricityDifference,violation_rate,0.17333333333333334,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
131,ConcentricityDifference,AUPRC,0.5334042228254413,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
132,MagnitudeDifference,violation_rate,0.37866666666666665,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
133,MagnitudeDifference,AUPRC,0.373578343647431,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
134,UniformityDifference,violation_rate,0.09999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
135,UniformityDifference,AUPRC,0.749966495716647,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
136,CKA,violation_rate,0.0,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
137,CKA,AUPRC,0.9999999999999999,VISION,ResNet18,ColorDot_0_ImageNet100DataModule,Shortcut
138,PWCCA,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
139,PWCCA,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
140,SVCCA,violation_rate,0.15933333333333335,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
141,SVCCA,AUPRC,0.6810346335346336,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
142,HardCorrelationMatch,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
143,HardCorrelationMatch,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
144,SoftCorrelationMatch,violation_rate,0.0033333333333333335,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
145,SoftCorrelationMatch,AUPRC,0.9835690235690234,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
146,DistanceCorrelation,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
147,DistanceCorrelation,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
148,EigenspaceOverlapScore,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
149,EigenspaceOverlapScore,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
150,IMDScore,violation_rate,0.13466666666666668,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
151,IMDScore,AUPRC,0.5855425163513398,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
152,Gulp,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
153,Gulp,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
154,LinearRegression,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
155,LinearRegression,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
156,JaccardSimilarity,violation_rate,0.0006666666666666666,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
157,JaccardSimilarity,AUPRC,0.996969696969697,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
158,RankSimilarity,violation_rate,0.0013333333333333333,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
159,RankSimilarity,AUPRC,0.9944444444444444,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
160,SecondOrderCosineSimilarity,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
161,SecondOrderCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
162,AlignedCosineSimilarity,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
163,AlignedCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
164,OrthogonalAngularShapeMetricCentered,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
165,OrthogonalAngularShapeMetricCentered,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
166,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
167,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
168,PermutationProcrustes,violation_rate,0.06133333333333333,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
169,PermutationProcrustes,AUPRC,0.7956886974124,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
170,ProcrustesSizeAndShapeDistance,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
171,ProcrustesSizeAndShapeDistance,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
172,RSA,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
173,RSA,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
174,RSMNormDifference,violation_rate,0.2893333333333334,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
175,RSMNormDifference,AUPRC,0.42466243898439027,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
176,ConcentricityDifference,violation_rate,0.1386666666666667,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
177,ConcentricityDifference,AUPRC,0.6962150371257713,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
178,MagnitudeDifference,violation_rate,0.246,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
179,MagnitudeDifference,AUPRC,0.36786417412495903,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
180,UniformityDifference,violation_rate,0.08733333333333333,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
181,UniformityDifference,AUPRC,0.7335507107114448,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
182,CKA,violation_rate,0.0,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
183,CKA,AUPRC,0.9999999999999999,VISION,ResNet34,ColorDot_0_ImageNet100DataModule,Shortcut
184,PWCCA,violation_rate,0.286,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
185,PWCCA,AUPRC,0.6479461493065423,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
186,SVCCA,violation_rate,0.19333333333333336,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
187,SVCCA,AUPRC,0.5149224518171887,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
188,HardCorrelationMatch,violation_rate,0.0013333333333333333,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
189,HardCorrelationMatch,AUPRC,0.9944444444444444,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
190,SoftCorrelationMatch,violation_rate,0.0033333333333333335,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
191,SoftCorrelationMatch,AUPRC,0.9888888888888888,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
192,DistanceCorrelation,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
193,DistanceCorrelation,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
194,EigenspaceOverlapScore,violation_rate,0.0013333333333333333,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
195,EigenspaceOverlapScore,AUPRC,0.9936363636363635,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
196,IMDScore,violation_rate,0.16780769230769232,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
197,IMDScore,AUPRC,0.7412532370178546,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
198,Gulp,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
199,Gulp,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
200,LinearRegression,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
201,LinearRegression,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
202,JaccardSimilarity,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
203,JaccardSimilarity,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
204,RankSimilarity,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
205,RankSimilarity,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
206,SecondOrderCosineSimilarity,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
207,SecondOrderCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
208,AlignedCosineSimilarity,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
209,AlignedCosineSimilarity,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
210,OrthogonalAngularShapeMetricCentered,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
211,OrthogonalAngularShapeMetricCentered,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
212,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
213,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
214,PermutationProcrustes,violation_rate,0.014,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
215,PermutationProcrustes,AUPRC,0.9399949124949125,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
216,ProcrustesSizeAndShapeDistance,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
217,ProcrustesSizeAndShapeDistance,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
218,RSA,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
219,RSA,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
220,RSMNormDifference,violation_rate,0.18333333333333332,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
221,RSMNormDifference,AUPRC,0.5918024147153004,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
222,ConcentricityDifference,violation_rate,0.18666666666666668,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
223,ConcentricityDifference,AUPRC,0.4983805753606263,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
224,MagnitudeDifference,violation_rate,0.20733333333333334,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
225,MagnitudeDifference,AUPRC,0.4442555997230831,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
226,UniformityDifference,violation_rate,0.043333333333333335,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
227,UniformityDifference,AUPRC,0.866089037954363,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
228,CKA,violation_rate,0.0,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
229,CKA,AUPRC,0.9999999999999999,VISION,ResNet101,ColorDot_0_ImageNet100DataModule,Shortcut
