,similarity_measure,quality_measure,value,domain,architecture,representation_dataset,identifier
18,JaccardSimilarity,violation_rate,0.014666666666666666,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
19,JaccardSimilarity,AUPRC,0.9471708992761624,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
20,RankSimilarity,violation_rate,0.04666666666666667,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
21,RankSimilarity,AUPRC,0.8290175419122786,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
22,SecondOrderCosineSimilarity,violation_rate,0.06533333333333334,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
23,SecondOrderCosineSimilarity,AUPRC,0.7627791652791652,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
24,AlignedCosineSimilarity,violation_rate,0.0,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
25,AlignedCosineSimilarity,AUPRC,0.9999999999999999,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
26,OrthogonalAngularShapeMetricCentered,violation_rate,0.002,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
27,OrthogonalAngularShapeMetricCentered,AUPRC,0.9899326599326598,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
28,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.002,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
29,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.9899326599326598,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
30,PermutationProcrustes,violation_rate,0.12933333333333333,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
31,PermutationProcrustes,AUPRC,0.6297186219966725,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
32,ProcrustesSizeAndShapeDistance,violation_rate,0.010666666666666666,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
33,ProcrustesSizeAndShapeDistance,AUPRC,0.9554365079365078,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
34,RSA,violation_rate,0.072,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
35,RSA,AUPRC,0.7542908861603926,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
36,RSMNormDifference,violation_rate,0.15266666666666667,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
37,RSMNormDifference,AUPRC,0.5657616484822366,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
38,ConcentricityDifference,violation_rate,0.0,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
39,ConcentricityDifference,AUPRC,0.9999999999999999,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
40,MagnitudeDifference,violation_rate,0.0026666666666666666,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
41,MagnitudeDifference,AUPRC,0.9883838383838383,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
42,UniformityDifference,violation_rate,0.7346666666666666,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
43,UniformityDifference,AUPRC,0.17570893774841143,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
44,CKA,violation_rate,0.0013333333333333333,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
45,CKA,AUPRC,0.9944444444444444,VISION,VGG11,Gauss_Off_ImageNet100DataModule,GaussNoise
46,PWCCA,violation_rate,0.078,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
47,PWCCA,AUPRC,0.7349740664201447,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
48,SVCCA,violation_rate,0.29466666666666663,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
49,SVCCA,AUPRC,0.472461202230189,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
50,HardCorrelationMatch,violation_rate,0.17666666666666667,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
51,HardCorrelationMatch,AUPRC,0.4342683710724497,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
52,SoftCorrelationMatch,violation_rate,0.14733333333333332,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
53,SoftCorrelationMatch,AUPRC,0.4741720891698205,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
54,DistanceCorrelation,violation_rate,0.044000000000000004,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
55,DistanceCorrelation,AUPRC,0.778761345866609,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
56,EigenspaceOverlapScore,violation_rate,0.03933333333333333,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
57,EigenspaceOverlapScore,AUPRC,0.875096385096385,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
58,IMDScore,violation_rate,0.07733333333333332,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
59,IMDScore,AUPRC,0.7532726007534191,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
60,Gulp,violation_rate,0.03866666666666666,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
61,Gulp,AUPRC,0.8780725755725755,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
62,LinearRegression,violation_rate,0.05733333333333334,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
63,LinearRegression,AUPRC,0.7348690198690199,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
64,JaccardSimilarity,violation_rate,0.05866666666666665,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
65,JaccardSimilarity,AUPRC,0.8073846224581519,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
66,RankSimilarity,violation_rate,0.07733333333333335,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
67,RankSimilarity,AUPRC,0.8019968653263847,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
68,SecondOrderCosineSimilarity,violation_rate,0.05933333333333334,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
69,SecondOrderCosineSimilarity,AUPRC,0.8033192609859277,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
70,AlignedCosineSimilarity,violation_rate,0.049999999999999996,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
71,AlignedCosineSimilarity,AUPRC,0.8069234006734005,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
72,OrthogonalAngularShapeMetricCentered,violation_rate,0.06466666666666666,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
73,OrthogonalAngularShapeMetricCentered,AUPRC,0.7367690496637865,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
74,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.06466666666666666,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
75,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.7367690496637865,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
76,PermutationProcrustes,violation_rate,0.20733333333333334,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
77,PermutationProcrustes,AUPRC,0.5486206097346448,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
78,ProcrustesSizeAndShapeDistance,violation_rate,0.06533333333333334,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
79,ProcrustesSizeAndShapeDistance,AUPRC,0.7924176460212112,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
80,RSA,violation_rate,0.19133333333333333,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
81,RSA,AUPRC,0.46149321505839636,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
82,RSMNormDifference,violation_rate,0.12866666666666668,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
83,RSMNormDifference,AUPRC,0.5785214431850673,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
84,ConcentricityDifference,violation_rate,0.33066666666666666,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
85,ConcentricityDifference,AUPRC,0.2974694320244081,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
86,MagnitudeDifference,violation_rate,0.4566666666666667,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
87,MagnitudeDifference,AUPRC,0.22274097044365063,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
88,UniformityDifference,violation_rate,0.5773333333333334,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
89,UniformityDifference,AUPRC,0.21352877514642218,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
90,CKA,violation_rate,0.052,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
91,CKA,AUPRC,0.7536089818907156,VISION,VGG19,Gauss_Off_ImageNet100DataModule,GaussNoise
92,PWCCA,violation_rate,0.027999999999999997,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
93,PWCCA,AUPRC,0.8985039470333587,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
94,SVCCA,violation_rate,0.2866666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
95,SVCCA,AUPRC,0.40042645524483333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
96,HardCorrelationMatch,violation_rate,0.2906666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
97,HardCorrelationMatch,AUPRC,0.45642171499451445,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
98,SoftCorrelationMatch,violation_rate,0.3093333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
99,SoftCorrelationMatch,AUPRC,0.4505021004173379,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
100,DistanceCorrelation,violation_rate,0.042666666666666665,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
101,DistanceCorrelation,AUPRC,0.8276875901875901,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
102,EigenspaceOverlapScore,violation_rate,0.016666666666666666,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
103,EigenspaceOverlapScore,AUPRC,0.9288934213934213,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
104,IMDScore,violation_rate,0.18066666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
105,IMDScore,AUPRC,0.5629338487874571,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
106,Gulp,violation_rate,0.018,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
107,Gulp,AUPRC,0.9240954415954414,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
108,LinearRegression,violation_rate,0.017333333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
109,LinearRegression,AUPRC,0.9413906926406925,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
110,JaccardSimilarity,violation_rate,0.052666666666666674,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
111,JaccardSimilarity,AUPRC,0.7923538961038962,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
112,RankSimilarity,violation_rate,0.08133333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
113,RankSimilarity,AUPRC,0.7141219745167113,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
114,SecondOrderCosineSimilarity,violation_rate,0.04933333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
115,SecondOrderCosineSimilarity,AUPRC,0.7832542457542457,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
116,AlignedCosineSimilarity,violation_rate,0.06066666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
117,AlignedCosineSimilarity,AUPRC,0.7088580700345406,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
118,OrthogonalAngularShapeMetricCentered,violation_rate,0.09533333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
119,OrthogonalAngularShapeMetricCentered,AUPRC,0.7122815774652356,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
120,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.09533333333333333,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
121,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.7122815774652356,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
122,PermutationProcrustes,violation_rate,0.35800000000000004,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
123,PermutationProcrustes,AUPRC,0.40501379371224805,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
124,ProcrustesSizeAndShapeDistance,violation_rate,0.18000000000000002,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
125,ProcrustesSizeAndShapeDistance,AUPRC,0.5808807291746626,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
126,RSA,violation_rate,0.004666666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
127,RSA,AUPRC,0.980944055944056,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
128,RSMNormDifference,violation_rate,0.21466666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
129,RSMNormDifference,AUPRC,0.4457606835004533,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
130,ConcentricityDifference,violation_rate,0.24666666666666667,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
131,ConcentricityDifference,AUPRC,0.4263425731974119,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
132,MagnitudeDifference,violation_rate,0.26133333333333336,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
133,MagnitudeDifference,AUPRC,0.36555063593926906,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
134,UniformityDifference,violation_rate,1.0,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
135,UniformityDifference,AUPRC,0.16666666666666666,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
136,CKA,violation_rate,0.025333333333333336,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
137,CKA,AUPRC,0.898777070882334,VISION,ResNet18,Gauss_Off_ImageNet100DataModule,GaussNoise
138,PWCCA,violation_rate,0.13533333333333333,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
139,PWCCA,AUPRC,0.5683928233917928,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
140,SVCCA,violation_rate,0.22066666666666668,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
141,SVCCA,AUPRC,0.5833608854143891,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
142,HardCorrelationMatch,violation_rate,0.32466666666666666,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
143,HardCorrelationMatch,AUPRC,0.4434007644807605,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
144,SoftCorrelationMatch,violation_rate,0.34933333333333333,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
145,SoftCorrelationMatch,AUPRC,0.4450496133301282,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
146,DistanceCorrelation,violation_rate,0.104,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
147,DistanceCorrelation,AUPRC,0.6773935178837139,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
148,EigenspaceOverlapScore,violation_rate,0.14066666666666666,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
149,EigenspaceOverlapScore,AUPRC,0.5901908899648004,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
150,IMDScore,violation_rate,0.09866666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
151,IMDScore,AUPRC,0.6533287518744789,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
152,Gulp,violation_rate,0.13666666666666666,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
153,Gulp,AUPRC,0.5984712575169846,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
154,LinearRegression,violation_rate,0.09799999999999999,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
155,LinearRegression,AUPRC,0.6398684238335465,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
156,JaccardSimilarity,violation_rate,0.07466666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
157,JaccardSimilarity,AUPRC,0.7243929827482458,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
158,RankSimilarity,violation_rate,0.128,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
159,RankSimilarity,AUPRC,0.5673862160147326,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
160,SecondOrderCosineSimilarity,violation_rate,0.023999999999999997,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
161,SecondOrderCosineSimilarity,AUPRC,0.8787972212972212,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
162,AlignedCosineSimilarity,violation_rate,0.036,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
163,AlignedCosineSimilarity,AUPRC,0.8383283818577936,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
164,OrthogonalAngularShapeMetricCentered,violation_rate,0.19400000000000003,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
165,OrthogonalAngularShapeMetricCentered,AUPRC,0.5154474405964624,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
166,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.19400000000000003,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
167,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.5154474405964624,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
168,PermutationProcrustes,violation_rate,0.4266666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
169,PermutationProcrustes,AUPRC,0.33493843979613985,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
170,ProcrustesSizeAndShapeDistance,violation_rate,0.3506666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
171,ProcrustesSizeAndShapeDistance,AUPRC,0.44701330902616393,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
172,RSA,violation_rate,0.04666666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
173,RSA,AUPRC,0.8212054612054612,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
174,RSMNormDifference,violation_rate,0.20999999999999996,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
175,RSMNormDifference,AUPRC,0.46822603107833594,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
176,ConcentricityDifference,violation_rate,0.009333333333333334,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
177,ConcentricityDifference,AUPRC,0.9602165427165427,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
178,MagnitudeDifference,violation_rate,0.05466666666666667,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
179,MagnitudeDifference,AUPRC,0.807023778594986,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
180,UniformityDifference,violation_rate,0.5506666666666665,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
181,UniformityDifference,AUPRC,0.18071279033824497,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
182,CKA,violation_rate,0.07533333333333334,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
183,CKA,AUPRC,0.7296384288226393,VISION,ResNet34,Gauss_Off_ImageNet100DataModule,GaussNoise
184,PWCCA,violation_rate,0.21066666666666667,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
185,PWCCA,AUPRC,0.5093797071551037,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
186,SVCCA,violation_rate,0.31666666666666665,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
187,SVCCA,AUPRC,0.47265963782448317,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
188,HardCorrelationMatch,violation_rate,0.23866666666666667,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
189,HardCorrelationMatch,AUPRC,0.5036921147954002,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
190,SoftCorrelationMatch,violation_rate,0.24933333333333332,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
191,SoftCorrelationMatch,AUPRC,0.500213429788983,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
192,DistanceCorrelation,violation_rate,0.2001111111111111,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
193,DistanceCorrelation,AUPRC,0.4344376908415555,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
194,EigenspaceOverlapScore,violation_rate,0.10666666666666667,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
195,EigenspaceOverlapScore,AUPRC,0.6902198409023536,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
196,IMDScore,violation_rate,0.08948538011695906,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
197,IMDScore,AUPRC,0.7819860694860694,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
198,Gulp,violation_rate,0.10533333333333333,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
199,Gulp,AUPRC,0.6920327063994297,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
200,LinearRegression,violation_rate,0.078,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
201,LinearRegression,AUPRC,0.7509580789580789,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
202,JaccardSimilarity,violation_rate,0.049999999999999996,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
203,JaccardSimilarity,AUPRC,0.8571515507473761,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
204,RankSimilarity,violation_rate,0.043333333333333335,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
205,RankSimilarity,AUPRC,0.8890601713882482,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
206,SecondOrderCosineSimilarity,violation_rate,0.019333333333333334,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
207,SecondOrderCosineSimilarity,AUPRC,0.9136788048552753,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
208,AlignedCosineSimilarity,violation_rate,0.03466666666666667,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
209,AlignedCosineSimilarity,AUPRC,0.9025910364145657,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
210,OrthogonalAngularShapeMetricCentered,violation_rate,0.17466666666666666,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
211,OrthogonalAngularShapeMetricCentered,AUPRC,0.5591546185148059,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
212,OrthogonalProcrustesCenteredAndNormalized,violation_rate,0.17466666666666666,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
213,OrthogonalProcrustesCenteredAndNormalized,AUPRC,0.5591546185148059,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
214,PermutationProcrustes,violation_rate,0.15333333333333335,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
215,PermutationProcrustes,AUPRC,0.5365669470478961,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
216,ProcrustesSizeAndShapeDistance,violation_rate,0.10533333333333333,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
217,ProcrustesSizeAndShapeDistance,AUPRC,0.672922488187194,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
218,RSA,violation_rate,0.07933333333333334,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
219,RSA,AUPRC,0.7839694590554805,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
220,RSMNormDifference,violation_rate,0.225,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
221,RSMNormDifference,AUPRC,0.5986821534161959,VISION,ResNet101,Gauss_Off_ImageNet100DataModule,GaussNoise
