,accuracy,mean_cohens_kappa,std_cohens_kappa,n
40,0.4243243243243243,-0.00796931516379118,0.0,1
41,0.42492492492492495,-0.008345500798895955,0.0016131286974996328,2
42,0.4255255255255256,-0.004895900376141071,0.0,1
43,0.42612612612612616,-0.007364506833255291,0.0,1
44,0.42672672672672673,-0.00850840867497027,0.0006976563017815351,2
45,0.42732732732732737,-0.006903013912960887,0.0019056687597185373,2
46,0.42792792792792794,-0.007429543533362448,0.0011036762662398017,4
47,0.4285285285285285,-0.005874205147847533,0.001716224243864417,2
48,0.42912912912912915,-0.007050808363904555,0.0012931944285404996,3
49,0.4297297297297298,-0.0071442448534071445,0.0012716826366467688,3
50,0.43033033033033036,-0.005732678497831027,0.0006900938866076462,3
51,0.43093093093093093,-0.0075830671315391856,0.002840695539642431,3
52,0.43153153153153156,-0.005925250239670277,0.00010462058708071709,2
53,0.43213213213213214,-0.007899605669081211,0.0,1
54,0.4327327327327327,-0.0047729576472193,0.0005403391551226377,2
55,0.43333333333333335,-0.006634195917285979,0.0021807282566462514,4
56,0.433933933933934,-0.0066302684135735035,0.0,1
57,0.43453453453453456,-0.005525359068997204,0.0023334136931225657,2
58,0.43513513513513513,-0.008908788673579693,0.0,1
59,0.43573573573573576,0.0001858642790466547,0.0,1
60,0.4363363363363364,-0.0031295898370444775,0.0,1
61,0.43693693693693697,-0.005665406318647521,0.0012827780344533603,7
62,0.43753753753753755,-0.006232907219479482,0.00032590845051992716,3
63,0.4381381381381382,-0.0022726274910382926,0.003976385400164872,2
64,0.43873873873873875,,,0
65,0.43933933933933933,-0.006958793383091688,0.0009248531423509121,2
66,0.43993993993993996,-0.005040476738940924,0.0017329702014547037,4
67,0.4405405405405406,-0.004419886565301567,0.002891718817409128,2
68,0.44114114114114117,-0.005150455981492996,0.0006713396671544225,3
69,0.44174174174174174,-0.005714999279007316,0.001246314262971282,2
70,0.4423423423423424,-0.007064861711114645,0.0,1
71,0.44294294294294295,-0.004099102254258469,0.0014547546359994915,4
72,0.44354354354354353,-0.00641447096131742,0.0018999504391103983,2
73,0.44414414414414416,-0.00524565065279603,0.0,1
74,0.4447447447447448,-0.006185132854928573,0.0013677297939172326,3
75,0.44534534534534537,-0.0040222989628091455,0.0010615274077281356,2
76,0.44594594594594594,-0.004416667972691357,0.0008424314437434077,2
77,0.4465465465465466,-0.005345971789211035,0.0017484338022768497,2
78,0.4471471471471472,-0.005254529261340697,0.0005988408328921768,3
79,0.4477477477477478,-0.004242486786097288,0.0,1
80,0.44834834834834836,-0.00334265916608274,0.00042802544915751056,5
81,0.448948948948949,-0.0023723248159512877,0.001542061218060553,2
82,0.44954954954954957,-0.0037628214340656996,0.0,1
83,0.45015015015015014,-0.003891601227223873,0.0009825490415096283,2
84,0.4507507507507508,-0.004648640441397826,0.00033725445551425234,3
85,0.4513513513513514,-0.006178471026942134,0.0008445547427982092,2
86,0.451951951951952,,,0
87,0.45255255255255256,-0.002289125695824623,0.0,1
88,0.4531531531531532,-0.006415934301912785,0.00039680441841483116,2
89,0.45375375375375376,-0.007303822785615921,0.0,1
90,0.45435435435435434,,,0
91,0.45495495495495497,-0.004365359898656607,0.0,1
92,0.4555555555555556,-0.003966660005971789,0.0004889576230198145,2
93,0.4561561561561562,,,0
94,0.45675675675675675,-0.003030944149941206,0.00043575976416780464,3
95,0.4573573573573574,-0.00667903246358037,0.0,1
96,0.45795795795795796,-0.005410678684711456,0.0,1
97,0.4585585585585586,-0.0008891496108844876,0.0019053338328376412,2
98,0.45915915915915917,-0.0030035347832987704,0.0018633752641279274,3
99,0.4597597597597598,-0.0013883777234392862,0.0006740867521894067,3
100,0.4603603603603604,-0.002855019469279796,0.000959576282184571,2
101,0.46096096096096095,-0.007001208607107401,0.0,1
102,0.4615615615615616,-0.004786423873156309,6.572656872399115e-05,3
103,0.4621621621621622,-0.00722491554915905,0.0020527634769678116,2
104,0.4627627627627628,-0.002115617071467568,0.002081963668388198,2
105,0.46336336336336337,-0.0029638803098350763,0.000552742974832654,2
106,0.463963963963964,-0.0018597512098494917,0.0020796603930648416,2
107,0.4645645645645646,-0.0017557974206283689,0.0,1
108,0.46516516516516515,-0.006530093029141426,0.0,1
109,0.4657657657657658,-0.002494584769010544,0.00019382638856768608,2
110,0.4663663663663664,-0.0013119683135300875,0.0,1
111,0.466966966966967,-0.0029856518376618624,0.0,1
112,0.46756756756756757,,,0
113,0.4681681681681682,-0.004764658864587545,0.000343450083922319,3
114,0.4687687687687688,-0.0035945922136306763,0.0012177377939224243,2
115,0.4693693693693694,,,0
116,0.46996996996997,-0.0023662359453737736,0.0,1
117,0.4705705705705706,-0.003855678252875805,0.0,1
118,0.4711711711711712,-0.0011219871084904298,0.0016949587046248412,4
119,0.47177177177177176,-0.0009304613534671565,0.0011436280720785548,3
120,0.4723723723723724,-0.00017395710165146738,0.0006321527034742758,2
121,0.472972972972973,-0.0007799062004778534,0.0008906887087505311,2
122,0.4735735735735736,-0.002676491936047872,0.00356944668900496,3
123,0.4741741741741742,0.001609259401448071,0.0,1
124,0.4747747747747748,0.0027852593520947266,0.0027082697888545226,2
125,0.4753753753753754,0.0009893147507682443,0.0,1
126,0.47597597597597596,,,0
127,0.4765765765765766,0.0005152031662873924,0.0,1
128,0.4771771771771772,-0.0020195930264890194,0.0,1
129,0.4777777777777778,-0.0015739047667011619,0.0,1
130,0.4783783783783784,0.000761130650062114,0.0,1
131,0.478978978978979,-0.0011664634148473851,0.0013869921167497523,2
132,0.4795795795795796,-0.0011013348266715184,0.002160585579752655,4
133,0.4801801801801802,-0.0026170051423832774,0.00015834544319659472,2
134,0.4807807807807808,-0.00018439290579408407,0.002682473517845906,3
135,0.4813813813813814,-0.0005143832531757653,0.0,1
136,0.481981981981982,0.0017705719025495152,0.0009025788607562389,3
137,0.4825825825825826,-0.0020920684619341046,0.0011160407157149166,2
138,0.4831831831831832,,,0
139,0.48378378378378384,-0.0001667319975240389,0.002544535266710417,4
140,0.4843843843843844,-0.0017732784229641159,0.0038751963391818393,3
141,0.484984984984985,0.0008128568297252059,0.0,1
142,0.4855855855855856,0.0003173286750097759,0.00047945405094651505,2
143,0.4861861861861862,-0.0028425503987818956,0.0,1
144,0.4867867867867868,0.0008025567658478394,0.0024889841985157772,8
145,0.4873873873873874,,,0
146,0.48798798798798804,-0.001522434176877141,0.00020560489295633094,4
147,0.4885885885885886,-0.0009254908363800496,0.0018062859599012882,2
148,0.4891891891891892,-0.0004129302396904677,0.0,1
149,0.4897897897897898,0.0014298080932348967,0.0005904329009354115,2
150,0.4903903903903904,-0.0008381153165828437,0.00021039348212070763,2
151,0.490990990990991,-0.0021774047054350376,0.0,1
152,0.4915915915915916,-0.003684005292598158,0.0021888450137339532,2
153,0.49219219219219223,0.0007685558048251551,0.000927447977026169,4
154,0.4927927927927928,0.002697262718963126,0.003106854551490679,3
155,0.4933933933933934,0.002348919806536287,0.0022587502688733354,3
156,0.493993993993994,0.0016978220124396362,0.0013416495882665476,7
157,0.4945945945945946,0.0006276299245655537,0.0007426679755144549,3
158,0.4951951951951952,0.0023515389766544104,0.0,1
159,0.4957957957957958,-0.0008312440913869068,0.0009189459524350241,2
160,0.49639639639639643,,,0
161,0.496996996996997,0.00020637281704694033,0.0026125137745135084,4
162,0.4975975975975976,0.0006605805829167366,0.002025767688553275,3
163,0.4981981981981982,0.001789343026757706,0.0034377268230445625,4
164,0.49879879879879885,-0.00037867322680540383,0.0,1
165,0.4993993993993994,0.0036441103438846767,0.0024985208292491734,2
166,0.5,0.003806593711487949,0.0017363892404111303,5
167,0.5006006006006006,0.0008768595871515572,0.00021046731853857636,2
168,0.5012012012012013,-0.0022223060950636864,0.0,1
169,0.5018018018018018,0.0027438864344730973,0.0005197218852117658,2
170,0.5024024024024024,0.003956876927986741,0.0008073372300714254,2
171,0.503003003003003,0.00237708049826324,0.0,1
172,0.5036036036036036,0.005204075016081333,0.0016258900999505809,5
173,0.5042042042042043,0.0020051010651513934,0.0006947246147319674,2
174,0.5048048048048048,0.003241696977056563,0.00021266669500619173,2
175,0.5054054054054054,0.0031740835402160883,0.0,1
176,0.5060060060060061,,,0
177,0.5066066066066066,0.0023517183144576848,0.0033493388327769935,2
178,0.5072072072072072,0.0008954171983835598,0.003004869539336214,3
179,0.5078078078078079,0.00020299428433645517,0.0,1
180,0.5084084084084084,0.001300206407904625,0.0021693683229386806,2
181,0.509009009009009,0.0039304331177845596,0.0018154180629342592,5
182,0.5096096096096097,0.0039980183355510235,0.0019324379973113537,2
183,0.5102102102102102,0.003367473720572889,0.0011393158929422498,2
184,0.5108108108108108,0.005113570857793093,0.003417863725429592,5
185,0.5114114114114114,0.001381113674142398,0.001742255626595579,2
186,0.512012012012012,0.006959557067602873,0.0,1
187,0.5126126126126127,0.0032649266067892313,0.0,1
188,0.5132132132132132,0.005293506197631359,0.0,1
189,0.5138138138138137,0.005137283878866583,0.004055647586937994,2
190,0.5144144144144145,0.003875616705045104,0.0008289466657302884,3
191,0.515015015015015,0.003897161455824971,0.0,1
192,0.5156156156156156,,,0
193,0.5162162162162163,0.008121431805193424,0.000409112311899662,2
194,0.5168168168168168,0.005592378477255504,0.0014169628952027714,3
195,0.5174174174174174,0.0031757836986798793,0.0021438666730943996,7
196,0.5180180180180181,0.003507921122945845,0.002195748849771917,2
197,0.5186186186186186,0.00549638707889244,0.0034918714990911626,4
198,0.5192192192192193,0.0031274897046387196,0.0,1
199,0.5198198198198198,0.004209551610983908,0.0011845937697216868,2
200,0.5204204204204204,0.003006346058100462,0.00029696268029510975,2
201,0.5210210210210211,0.007247542186329762,0.0012405195670023707,3
202,0.5216216216216216,,,0
203,0.5222222222222223,0.005720005913948019,0.0020383821092717024,3
204,0.5228228228228229,0.006503663491457701,0.0,1
205,0.5234234234234234,0.006386480526998639,0.0028219682751379994,4
206,0.524024024024024,0.0032814404694363475,0.0005781579529866576,2
207,0.5246246246246247,0.0037952458951622248,0.0,1
208,0.5252252252252252,0.005843604604403178,0.002993779432481701,6
209,0.5258258258258258,0.006780102228124936,0.0004821124362499346,3
210,0.5264264264264265,0.008126533962786198,0.0019344723842260707,5
211,0.527027027027027,0.007448827899578545,0.002611003755073725,9
212,0.5276276276276277,0.006416695813337962,0.003471317334365296,3
213,0.5282282282282282,0.0050375997088849545,0.0,1
214,0.5288288288288289,0.008366582139084736,0.00040768002672206044,3
215,0.5294294294294295,0.007812926545739174,0.0005585253238677979,2
216,0.53003003003003,0.008044872200116515,0.00200991821475327,2
217,0.5306306306306307,0.009079901268705726,0.0033166941084240655,6
218,0.5312312312312313,0.004763822129461914,0.0015150528740177924,4
219,0.5318318318318318,0.005186241430540879,0.0030641189463538245,3
220,0.5324324324324324,0.008185132561872402,0.00037068249960467377,3
221,0.5330330330330331,0.008870944939553737,0.004093078537642139,5
222,0.5336336336336336,,,0
223,0.5342342342342343,0.008536797016859055,0.0,1
224,0.5348348348348348,0.007432324545724052,0.00243159015969443,7
225,0.5354354354354355,0.0077060810290277,0.0010792255355017483,3
226,0.5360360360360361,0.011634666472673416,0.0,1
227,0.5366366366366366,0.008632146886416845,0.0022798146730945686,7
228,0.5372372372372373,0.009313115733675659,0.0024925065306807947,4
229,0.5378378378378379,0.010442445985972881,0.0,1
230,0.5384384384384384,0.009767898358404636,0.001171757112996882,3
231,0.539039039039039,0.009754828177392483,0.0007604925347684241,3
232,0.5396396396396397,0.006096823839470744,0.0029286567845868187,3
233,0.5402402402402402,0.01087153423577547,0.0025788503655232546,4
234,0.5408408408408408,0.00930925807915628,0.000944183627798667,4
235,0.5414414414414415,0.010323809770246347,0.0012758888594262556,3
236,0.542042042042042,0.007759526139125228,0.0014141669069697418,4
237,0.5426426426426427,0.010833634374042353,0.002685346834941659,6
238,0.5432432432432432,0.011027090872327486,0.002056976512910945,3
239,0.5438438438438439,0.010939260479062796,0.0020724611590576384,6
240,0.5444444444444445,0.008978144847787917,0.001810005586210257,4
241,0.545045045045045,0.01046199289460977,0.0015776366662822493,6
242,0.5456456456456457,0.010046867653727531,0.0022691795602440834,2
243,0.5462462462462463,0.010279889994611343,0.0014603152378190457,6
244,0.5468468468468468,0.010105210822075605,0.00018521538004279137,2
245,0.5474474474474474,0.010722874314524233,0.00278250023959467,4
246,0.5480480480480481,0.00833375658839941,0.0,1
247,0.5486486486486486,0.008965622982941568,0.0019622974337427687,4
248,0.5492492492492493,0.009468143992125987,0.000883613494185393,5
249,0.5498498498498499,0.009734912542626262,0.002107659575131091,4
250,0.5504504504504505,0.01184053672477603,0.0014345780946314335,2
251,0.5510510510510511,0.007332129753194749,0.00295415650105987,4
252,0.5516516516516516,0.013902938148627678,0.002800747691770969,6
253,0.5522522522522523,0.009866160262996951,0.002944790044786662,6
254,0.5528528528528529,0.012464056257158518,0.002515917437798208,4
255,0.5534534534534534,0.011690150015056133,0.0018438188049482633,3
256,0.5540540540540541,0.011206874313453833,0.002021553946896731,3
257,0.5546546546546547,0.009854841278865933,0.0024894436355680227,2
258,0.5552552552552552,0.012194833345711231,0.0029017980768695543,5
259,0.555855855855856,0.010744073428213596,0.0020718057604057383,5
260,0.5564564564564565,0.0103036193177104,0.0021809817142249576,3
261,0.557057057057057,0.012898748507723212,0.0029545365508380295,4
262,0.5576576576576577,0.012592595536261797,0.0014507216401398182,2
263,0.5582582582582583,0.008591566700488329,0.0010892963085762195,4
264,0.5588588588588589,,,0
265,0.5594594594594595,0.012216283939778805,0.003275741273279463,5
266,0.56006006006006,0.012447551691106387,0.0020432899253174717,7
267,0.5606606606606607,0.013710765168070793,0.0024700466717461765,5
268,0.5612612612612613,0.010917595936916769,0.0024568275079393668,8
269,0.5618618618618618,0.012655387632548809,0.00123691838234663,2
270,0.5624624624624625,0.014746712831159433,0.0011635498318128571,3
271,0.5630630630630631,0.01215238799341023,0.002141669091712711,4
272,0.5636636636636636,0.013582917240758738,0.0024217707308614713,6
273,0.5642642642642643,0.015056315809488297,0.0027740547933112524,7
274,0.5648648648648649,0.015262653585523367,0.002633655909448862,2
275,0.5654654654654655,0.012413562275469303,0.0013336721289770306,5
276,0.5660660660660661,0.015425337012857199,0.0022235517390072346,2
277,0.5666666666666667,0.015378974610939622,0.002167983059996703,4
278,0.5672672672672673,0.012631704332306981,0.0005335298658734139,4
279,0.5678678678678679,0.014665576256811618,0.0038544639116986227,5
280,0.5684684684684684,0.015313475703199705,0.0037898524277144847,6
281,0.5690690690690691,0.01361894269939512,0.0032456404450856772,8
282,0.5696696696696697,0.012236338729659716,0.002195428243923949,3
283,0.5702702702702702,0.014439636974462442,0.002954023748501341,7
284,0.570870870870871,0.012189560104161501,0.0027853851206600666,2
285,0.5714714714714715,0.014426171779632568,0.0022090195009984875,6
286,0.5720720720720721,0.01375451156248649,0.0014338461541170053,6
287,0.5726726726726727,0.014518359210342169,0.0026369330773013747,6
288,0.5732732732732733,0.02131623774766922,0.0,1
289,0.5738738738738739,0.013964320067316294,0.0006243470124900341,2
290,0.5744744744744745,0.015320279635488987,0.003254518032537912,3
291,0.575075075075075,0.01691000652499497,0.0026020088690580775,4
292,0.5756756756756757,0.012440272606909275,0.0,1
293,0.5762762762762763,0.014433225616812706,0.0038687728770209345,3
294,0.5768768768768768,0.016800858080387115,0.0020842621567621535,3
295,0.5774774774774775,0.01419877354055643,0.0023624850437045097,2
296,0.5780780780780781,0.016326967044733465,0.002112493122601849,8
297,0.5786786786786786,0.014212109614163637,0.002295022364705801,2
298,0.5792792792792794,0.016332342103123666,0.002174733686475938,5
299,0.5798798798798799,0.017930329078808427,0.004326213015417444,4
300,0.5804804804804805,0.015534692327491939,0.001917109229372575,8
301,0.5810810810810811,0.017158368602395058,0.002032054135056108,6
302,0.5816816816816817,0.016041620013614494,0.0012576567221856214,3
303,0.5822822822822823,0.01754203513264656,0.0013334102225085616,5
304,0.5828828828828829,0.013478446565568448,0.0033088406664305158,5
305,0.5834834834834834,0.01683738162474973,0.001979035543083075,7
306,0.5840840840840841,0.016751071671023965,0.0025396151300328897,8
307,0.5846846846846847,0.014447404071688652,0.0036099415916638674,5
308,0.5852852852852852,0.018976422026753426,0.002629733959052224,5
309,0.585885885885886,0.01733736538638671,0.0017828500379210115,6
310,0.5864864864864865,0.014568474143743515,0.00112147256731987,2
311,0.5870870870870871,0.016729564173147082,0.0023550724298734144,4
312,0.5876876876876878,0.018408397833506267,0.0013029974949794012,3
313,0.5882882882882883,0.016606575436890127,0.002314381053408546,5
314,0.5888888888888889,0.019032632000744343,0.0031019364297754813,4
315,0.5894894894894895,0.01768142683431506,0.0006668120921176938,4
316,0.5900900900900901,0.01879394194111228,0.0023089171894358712,4
317,0.5906906906906907,0.017305171383278712,0.0027388840011653283,7
318,0.5912912912912913,0.01682714931666851,0.00037954747676849365,2
319,0.5918918918918918,0.018936419593436376,0.002472185558453121,7
320,0.5924924924924926,0.022157752886414528,0.0013303766338373523,3
321,0.5930930930930931,0.018084848698760782,0.003017449440810337,7
322,0.5936936936936937,0.018820323050022125,0.0008582845330238342,2
323,0.5942942942942944,0.020867204293608665,0.00046168751729994877,4
324,0.5948948948948949,0.018496495904400945,0.0022199546615034866,4
325,0.5954954954954955,0.01843545399606228,0.0013272242046910314,6
326,0.5960960960960962,0.016876269318163394,0.0028394988173035137,5
327,0.5966966966966967,0.018429906004005008,0.0035377485558484778,9
328,0.5972972972972973,0.018938447162508965,0.0008273242148022145,5
329,0.5978978978978979,0.017651839926838876,0.0014998384536413895,5
330,0.5984984984984985,0.021414377726614475,0.003918041475117207,2
331,0.5990990990990991,0.020919227174350193,0.0023665816270256822,7
332,0.5996996996996997,0.020770044531673193,0.0026233339237144576,4
333,0.6003003003003002,0.016144578345119953,9.155552834272385e-05,2
334,0.600900900900901,0.02025864296592772,0.0010587796941452642,8
335,0.6015015015015015,0.018200384452939034,0.0,1
336,0.6021021021021021,0.01995918740119253,0.003526138137467456,7
337,0.6027027027027028,0.02054983683462654,0.004082972977192921,7
338,0.6033033033033033,0.02119612693786621,0.0002476850280393378,3
339,0.6039039039039039,0.023616444319486618,0.0021943729370832443,2
340,0.6045045045045045,0.01980711449868977,0.00381501216525566,4
341,0.6051051051051051,0.02011677958071232,0.00265833027281612,5
342,0.6057057057057057,0.019176287204027177,0.001703654204002979,5
343,0.6063063063063063,0.020396028955777485,0.005148629588698251,6
344,0.6069069069069069,0.02254760405048728,0.000498488247792468,4
345,0.6075075075075076,0.024540797496835392,0.001896469900141839,3
346,0.6081081081081081,0.024320434033870696,0.0020579957476698227,5
347,0.6087087087087087,0.021855001027385395,0.0028708609341492794,6
348,0.6093093093093094,0.02394890319555998,0.002719906158745289,2
349,0.6099099099099099,0.021952122449874878,0.002849839176968522,5
350,0.6105105105105105,0.021433848515152933,0.001960076678548949,5
351,0.6111111111111112,0.02408616989850998,0.0022284463984863475,4
352,0.6117117117117117,0.02101937574999673,0.0027055910660534564,7
353,0.6123123123123123,0.024989363870450428,0.003351876879401529,7
354,0.6129129129129129,0.02254193089902401,0.0010127762143323914,5
355,0.6135135135135135,0.02265105303376913,0.003227324615227477,8
356,0.6141141141141142,0.021998832416203287,0.0031792129949917633,9
357,0.6147147147147147,0.022061645984649658,0.0030175353928945806,8
358,0.6153153153153152,0.0243927001953125,0.002943678171423848,5
359,0.615915915915916,0.02830691635608673,0.003850221633911133,2
360,0.6165165165165165,0.024890262633562088,0.004000816213853657,5
361,0.6171171171171171,0.020839814096689224,0.00220723189395883,5
362,0.6177177177177178,0.02320948134486874,0.0022443034393088697,12
363,0.6183183183183183,0.024693064764142035,0.004449818010450337,5
364,0.6189189189189189,0.02270943174759547,0.0012562647152158538,3
365,0.6195195195195196,0.024307799339294434,0.0017782275984261561,5
366,0.6201201201201201,0.02246725426188537,0.001958086920659441,7
367,0.6207207207207207,0.026632284745573997,0.0016844255341798918,4
368,0.6213213213213213,0.031042395159602165,0.0,1
369,0.6219219219219219,0.024898776784539223,0.003973806470724672,10
370,0.6225225225225226,0.023645869456231594,0.002250014886545958,4
371,0.6231231231231231,0.029886376578360796,0.0031455692382642577,4
372,0.6237237237237238,0.025653712218627334,0.002900610560480145,8
373,0.6243243243243244,0.023367145285010337,0.0035819270605909033,5
374,0.6249249249249249,0.02559360758297973,0.003549050322334871,9
375,0.6255255255255255,0.025534826951722305,0.003918673007697938,6
376,0.6261261261261262,0.024979075727363426,0.002008764112090469,6
377,0.6267267267267267,0.025991999730467796,0.0036555700928086366,5
378,0.6273273273273273,0.02518605152991685,0.0033529638889483906,11
379,0.627927927927928,0.02886188682168722,0.0047135229406810525,4
380,0.6285285285285285,0.02312329996909414,0.0020699808865201367,7
381,0.6291291291291292,0.029394837604327637,0.0034209304091971666,11
382,0.6297297297297297,0.025305180677345822,0.005741815084852514,7
383,0.6303303303303304,0.02588666379451752,0.0030883446407009374,10
384,0.630930930930931,0.029234090199073155,0.0025826407713298387,6
385,0.6315315315315315,0.02609269352008899,0.00353288535767637,6
386,0.6321321321321322,0.026107244566082953,0.004079971000702788,5
387,0.6327327327327328,0.027583433581250056,0.0028521067650725297,7
388,0.6333333333333333,0.02988030655043466,0.0013748559256451856,7
389,0.6339339339339339,0.027568614420791466,0.004702165938297602,6
390,0.6345345345345346,0.025096460804343225,0.0026880708088842195,5
391,0.6351351351351351,0.026805516864572252,0.0033339616030974035,7
392,0.6357357357357357,0.028263723477721214,0.004035598872351815,9
393,0.6363363363363364,0.028261540768047173,0.003995948101259297,6
394,0.6369369369369369,0.02709161639213562,0.0033542918989132907,5
395,0.6375375375375376,0.028867132728919387,0.0022925748282615443,8
396,0.6381381381381381,0.028945237398147583,0.003996179788922336,8
397,0.6387387387387388,0.029362095675120752,0.004813285463251512,12
398,0.6393393393393394,0.029649766782919567,0.0025177716978571434,9
399,0.6399399399399399,0.029781101644039153,0.0024830560533641247,10
400,0.6405405405405405,0.030882285286982853,0.001273994400257748,3
401,0.6411411411411412,0.027186713181436062,0.0036455288457058303,8
402,0.6417417417417417,0.03115972193578879,0.0031658836094059137,6
403,0.6423423423423423,0.027401666156947613,0.00404675993651887,4
404,0.642942942942943,0.030443547603984673,0.0030939466661350883,6
405,0.6435435435435435,0.028367706574499607,0.0019734623203657717,10
406,0.6441441441441442,0.030707311092151537,0.003646806061040995,9
407,0.6447447447447447,0.032620173320174216,0.003973828129058596,5
408,0.6453453453453454,0.033240643329918385,0.004302236299960891,4
409,0.645945945945946,0.03378583969814437,0.004758698304690718,7
410,0.6465465465465465,0.03155990814169248,0.0029468213528042932,3
411,0.6471471471471472,0.03216460160911083,0.003809218918257852,8
412,0.6477477477477478,0.031601887506743274,0.0031873357047652443,12
413,0.6483483483483483,0.03253696827838818,0.0032410077527006797,6
414,0.648948948948949,0.031542687118053435,0.005248967241381978,5
415,0.6495495495495496,0.03488269386192163,0.0033211783424752493,6
416,0.6501501501501501,0.031798763386905196,0.00436461145633606,10
417,0.6507507507507507,0.03154194524342364,0.003767903498279631,11
418,0.6513513513513514,0.03450079572697481,0.005070653171307755,6
419,0.651951951951952,0.03289490658789873,0.0025920473219825284,8
420,0.6525525525525526,0.03496147785335779,0.0016528520363929037,4
421,0.6531531531531531,0.03307980811223388,0.002207393312439515,8
422,0.6537537537537538,0.033381980947322316,0.004822655653600976,9
423,0.6543543543543544,0.03319211807101965,0.003609470615289134,10
424,0.6549549549549549,0.03175331590076288,0.0030340332651721596,6
425,0.6555555555555556,0.034844072069972754,0.0030900646087353776,8
426,0.6561561561561562,0.033173479760686554,0.003758005303426104,3
427,0.6567567567567567,0.034911892376840115,0.003418481323126361,4
428,0.6573573573573573,0.03520164048920075,0.002664888142234965,6
429,0.657957957957958,0.035604992881417274,0.003500193999466666,8
430,0.6585585585585586,0.035462137311697006,0.0024815475162385894,7
431,0.6591591591591592,0.03400281274860555,0.00366323443074548,11
432,0.6597597597597598,0.035829068471988045,0.00289739409839563,9
433,0.6603603603603604,0.034318282934171815,0.003715823074065034,7
434,0.660960960960961,0.034957416355609894,0.0021268625446592094,4
435,0.6615615615615615,0.035201589887340866,0.004028680091468735,9
436,0.6621621621621622,0.035061727510765195,0.004981279131462827,8
437,0.6627627627627628,0.03598350028579052,0.003948875520935807,13
438,0.6633633633633633,0.038618045626208186,0.005682775255753752,8
439,0.663963963963964,0.03687548777088523,0.0023637823501259946,8
440,0.6645645645645646,0.03409517533145845,0.0026944967538845613,8
441,0.6651651651651652,0.035048277117311954,0.003212083413833847,8
442,0.6657657657657657,0.0387574203312397,0.0032960218853836,5
443,0.6663663663663664,0.036419522017240524,0.0031586965721343524,10
444,0.666966966966967,0.03822905942797661,0.003769176220008706,9
445,0.6675675675675676,0.04199489738259997,0.0035994038992794783,7
446,0.6681681681681682,0.042562030255794525,0.003429591655731201,2
447,0.6687687687687688,0.0382816843688488,0.004292969598111484,10
448,0.6693693693693694,0.03758034513642391,0.0034652227965211698,12
449,0.6699699699699699,0.03929385021328926,0.0023705650349011204,5
450,0.6705705705705706,0.039916813684006534,0.0034538505360069203,12
451,0.6711711711711712,0.038155846297740936,0.0030719797624161,10
452,0.6717717717717717,0.037979629511634506,0.002846575637804904,12
453,0.6723723723723724,0.038809582591056824,0.002396912427024644,9
